Title,Description,Link,Date,Location
Koncert: Zadnji na spisku - Poletje v parku,"
Vstopnine ni
O SKUPINIV dobi pandemičnega dolgčasa trio starih glasbenih znancev – instrumentalistov stopi pred mikrofone in svoje sleherništvo izlije na papir. Nastane gibanica spevnega rocka, ki diši po glasbi iz njihove mladosti.Njihov energičen nastop temelji na rock glasbeni tradiciji z močno poudarjenimi instrumentalnimi aranžmaji in večglasnimi vokalnimi napevi. Stremijo k bistvu glasbenega izraza – pesmi. Njihovo sporočilo je neposredno, njihova glasbena podaja pa energična in namenjena poslušalcem vseh generacij.Člani skupine imajo za seboj že 20-letno zgodovino delovanja na slovenski glasbeni sceni. Del avtorskega materiala zasedbe lahko slišite na njihovem YouTube kanalu
Organizator dogodka je CKŠP
Več informacij",https://www.facebook.com/zadnjinaspisku, 6/09/24,Park Pietro Coppo
Koncert: Bunker Fest Izola,"
Ura:19:00
Organizator: Hangar Bar
Več informacij",https://www.facebook.com/izolahangarbar, 7/09/24,Hangar bar 
Koncert: Lusterdam - Poletje v parku,"
Vstopnine ni
Več informacij",https://www.facebook.com/lusterdamband, 7/09/24,Park Pietro Coppo
Koncert: Cowboys from Hell,"
Ura:20:00
Vstopnina:15.00 €
Organizator: Hangar bar
Več informacij",https://www.facebook.com/izolahangarbar,13/09/24,Hangar bar 
Kulinarični dnevi v izbranih gostilnah in restavracijah: Dnevi kalamarov,"
Ko govorimo o morski kulinariki, si je ne znamo predstavljati brez kalamarov. Zaupajte izolskim chefom, ki vas bodo na Dnevih kalamarov navdušili s svojimi kreacijami. So vam ljubši ocvrti ali na žaru? Mogoče pa vas tokrat premamijo kalamari na tradicionalen način ali polnjeni z bakalajem in ovčjim sirom!
Sodelujoči gostinci bodo objavljeni naknadno.
Več informacij",https://www.visitizola.com/okusi/dnevi-kalamarov,13-29/09/24,Izbrane izolske gostilne in restavracije
Pomol okusov IV,"
Vstopnine ni
Sezona izolskih »street food« dogodkov se nadaljuje. Ponovno se bomo družili ob odlični kulinariki Slovenske Istre, ki bo dišala tako po morskih dobrotah kot po specialitetah istrskega podeželja. Za to da bo vaš krožnik lokalnih dobrot popoln, bodo poskrbeli tudi istrski vinarji, prav tako boste na svoj račun prišli ljubitelji lokalnega gina in craft piva, sladkosnedi pa se boste razveselili sladkih mojstrovin.
Več informacij",https://www.visitizola.com/okusi/pomol-okusov,21/09/24,severni pomol
Istrski kolesarski maraton,"
Vstopnine ni
Več informacij
Istrske ceste bodo oktobra že tradicionalno preplavili kolesarji na že11. Istrskem kolesarskem maratonu. Tokratni štart bo vAnkaranuorganizatorji pa pripravljajo tri razgibane trase v dolžini 10, 41 in 73 km ter bogat spremljevalni program, ki Slovensko Istro poveže v športno-rekreacijskem duhu.
",https://www.istrski-kolesarskimaraton.si/,12-13/10/24,Slovenska Istra
Kulinarični dnevi v izbranih gostilnah in restavracijah: Dnevi kraljice sardele,"
Dnevi kraljice sardele so posvečeni najbolj okusni in zdravi plavi ribi, ki je še bolj kot vse druge zaznamovala razvoj in zgodovino Izole. V obdobju dveh tednov boste sardele lahko preizkusili tudi na druge načine, ne le na žaru ali ocvrte. Ste jih že poskusili na šavor ali na posteljici paradižnika?
Več informacij",https://www.visitizola.com/okusi/dnevi-kraljice-sardele#,18/10 - 3/11/24,Izbrane izolske gostilne in restavracije
Pomol okusov V,"
Vstopnine ni
Še zadnje kulinarično druženje leta 2024 in prav zato računamo tudi na vašo družbo!
Ponovno boste lahko preizkusili okuse Istre na enem mestu - od morja do istrskih gričkov, kjer so poleg pristne kulinarike doma tudi izjemna vina. Pomol je mesto tudi za vse sladkosnede in ostale ""jede"", saj se čisto za vsakega nekaj najde. In vse to v ambientu s pogledom na izolski svetilnik, Bele skale in s čudovitim sončnim zahodom nekje vmes.
Več informacij",https://www.visitizola.com/okusi/pomol-okusov#,19/10/24,severni pomol
Obala Ultra – Trail,"
OBALA Ultra-Trail ® je športna prireditev na prostem, ki povezuje Izolo, Koper, Piran in Kozino v kompaktno celoto. Vizija in namen prireditve je, da dogodek poveže in predstavi svetu lepote Slovenske Istre s tekom po nepozabnih stezicah v okolici.
Namen dogodka je druženje s prijatelji tekači iz celotne Evrope, tek, aktivnosti na prostem in veliko dobre zabave …
Vljudno vabljeni na OBALA Ultra-Trail®, kjer boste uživali v čudoviti naravi ob morju in razgledih, ki sežejo daleč v Jadran.
Začutite našo pozitivno energijo, poskusite vrhunska lokalna vina, olivna olja in pršut, da se skupaj poveselimo na Martinovo, in se sprostimo od vsakdanjega tempa in stresa.
Program prireditve
Več informacij",https://www.obalaultratrail.si/, 1-3/11/24,Slovenska Istra
Martinovanje v Izoli,"
Več informacij sledi.
Organizator: Center za kulturo, šport in prireditve Izola",, 9/11/24,Vstopnine ni
Kulinarični dnevi v izbranih gostilnah in restavracijah: Dnevi bakalaja,"
Bakala je v Istri priljubljena hladna predjed, ki jo običajno uživamo na kruhu, Dnevi bakalaja pa vas bodo navdušili z bakalajem na načine, ki jih morda še ne poznate. Obiščite eno od izbranih gostiln in restavracij in si ga privoščite na rdeče s polento ali morda s kalamari in ugotovili boste, da je bakala mnogo več kot le hladna predjed.
Več informacij",https://www.visitizola.com/okusi/dnevi-bakalaja#,22/11 - 8/12/24,Izbrane izolske gostilne in restavracije
Ledeni otok,"
Vstopnine ni

Organizator: Center za kulturo, šport in prireditve Izola
Več informacij",https://www.visitizola.com/dozivetja/zima-na-ledenem-otoku, 1/12/24,Park Pietro Coppo
