Title,Description,Link,Date,StartDate,EndDate,Location
Prizma,,"https://www.facebook.com/events/404132515369284/
https://dogodki.kulturnik.si/?where=Orto%20Bar
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Orto Bar
Ljubljana"
Hania Rani: Ghosts,,"https://www.cd-cc.si/kultura/glasba/hania-rani-ghosts
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Gallusova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),Sat Mar 16 2024 22:00:00 GMT+0100 (Central European Standard Time),"Cankarjev dom, Gallusova dvorana
Ljubljana"
New Swing Quartet,,"https://www.facebook.com/events/767890808731090/
https://dogodki.kulturnik.si/?where=Festivalna%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Festivalna dvorana
Ljubljana"
Sentido project,,"https://www.facebook.com/events/929801091854299/
https://dogodki.kulturnik.si/?where=Klub%20KGB
https://dogodki.kulturnik.si/?where=Maribor","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Klub KGB
Maribor"
Hania Rani,,"https://www.cd-cc.si/kultura/glasba/hania-rani
https://dogodki.kulturnik.si/?where=Cankarjev%20dom
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom
Ljubljana"
Jamski človek,,"https://www.mojekarte.si/si/jamski-clovek/vstopnice-1180538.html
https://dogodki.kulturnik.si/?where=SiTiTeater%2C%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"SiTiTeater, Ljubljana
Ljubljana"
Trula koalicija / Sereš / Rizična skupina / Dajneseri,,"https://www.facebook.com/events/1627697174430354/
https://dogodki.kulturnik.si/?where=Trainstation%20SubArt%2C%20Kranj
https://dogodki.kulturnik.si/?where=Kranj","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Trainstation SubArt, Kranj
Kranj"
KAKO SEKSATI,,"https://www.mojekarte.si/si/kako-seksati/vstopnice-1180924.html
https://dogodki.kulturnik.si/?where=Kinoklub%20Vi%C4%8D
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Kinoklub Vič
Ljubljana"
Murat & Partizan - Slojtsch & Frendi,,"https://www.eventbrite.ie/e/murat-partizan-slojtsch-frendi-hip-hop-tickets-791895198857
https://dogodki.kulturnik.si/?where=Prul%C4%8Dek
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Prulček
Ljubljana"
Siddharta,,"https://www.facebook.com/events/315304244604608/
https://dogodki.kulturnik.si/?where=%C5%A0portna%20dvorana%20Marof
https://dogodki.kulturnik.si/?where=Novo%20mesto","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Športna dvorana Marof
Novo mesto"
Žan Serčič,,"https://www.facebook.com/events/726719705711858/
https://dogodki.kulturnik.si/?where=%C5%A0portna%20dvorana%20Mozirje%2C%20Mozirje","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Športna dvorana Mozirje, Mozirje"
27. pripovedovalski festival: Živa voda,,"https://www.mojekarte.si/si/27-pripovedovalski-festival-ziva-voda/vstopnice-1181072.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20dvorana%20Du%C5%A1e%20Po%C4%8Dkaj
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom, dvorana Duše Počkaj
Ljubljana"
Ceca,,"https://www.facebook.com/events/1107934197233779
https://dogodki.kulturnik.si/?where=Dvorana%20Tabor
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Dvorana Tabor
Ljubljana"
Stranger Vision / Dark Ages / Space Unicorn On Fire,,"https://www.facebook.com/events/329442263323387/
https://dogodki.kulturnik.si/?where=Koncertna%20Dvorana%20Gustaf
https://dogodki.kulturnik.si/?where=Maribor","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Koncertna Dvorana Gustaf
Maribor"
Happy Ol’ McWeasel / Klon,,"https://www.facebook.com/events/768774654664470/
https://dogodki.kulturnik.si/?where=Unterhund
https://dogodki.kulturnik.si/?where=Ormo%C5%BE","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Unterhund
Ormož"
Fabulin literarni večer: Kapka Kassabova – Meja,,"https://www.cd-cc.si/kultura/literatura-in-humanistika/fabulin-literarni-vecer-kapka-kassabova-meja
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Klub%20CD
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),Sat Mar 16 2024 22:00:00 GMT+0100 (Central European Standard Time),"Cankarjev dom, Klub CD
Ljubljana"
Fabula 2024: Kapka Kassabova - Meja,,"https://www.mojekarte.si/si/fabula-2024-kapka-kassabova-meja/vstopnice-1180704.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Klub%20CD
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom, Klub CD
Ljubljana"
3:rma,,"https://www.facebook.com/events/938950744405210/
https://dogodki.kulturnik.si/?where=Blunout
https://dogodki.kulturnik.si/?where=Dom%C5%BEale","sobota, 16. marec 2024",Sat Mar 16 2024 20:30:00 GMT+0100 (Central European Standard Time),,"Blunout
Domžale"
26. Festival dokumentarnega filma: Stekleničarji,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-steklenicarji/vstopnice-1180287.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Kosovelova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 21:00:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom, Kosovelova dvorana
Ljubljana"
Zmelkoow,,"https://www.facebook.com/events/2010870042646675/
https://dogodki.kulturnik.si/?where=%C5%A0TUK
https://dogodki.kulturnik.si/?where=Maribor","sobota, 16. marec 2024",Sat Mar 16 2024 21:00:00 GMT+0100 (Central European Standard Time),,"ŠTUK
Maribor"
Big Foot Mama,,"https://www.facebook.com/events/24993184890296642/
https://dogodki.kulturnik.si/?where=lubar
https://dogodki.kulturnik.si/?where=Kranj","sobota, 16. marec 2024",Sat Mar 16 2024 21:00:00 GMT+0100 (Central European Standard Time),,"lubar
Kranj"
Definitivno: Vazz / Dacho / Recycleman,,"https://www.galahala.com/arhiv/definitivno-13/29913/
https://dogodki.kulturnik.si/?where=Gala%20hala
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 22:00:00 GMT+0100 (Central European Standard Time),,"Gala hala
Ljubljana"
Analogue/Digital w/ Lifecutter,,"https://www.mostovna.com/dogodki/analoguedigital-w-lifecutter
https://dogodki.kulturnik.si/?where=Kulturni%20center%20Mostovna
https://dogodki.kulturnik.si/?where=Solkan","sobota, 16. marec 2024",Sat Mar 16 2024 22:00:00 GMT+0100 (Central European Standard Time),,"Kulturni center Mostovna
Solkan"
Mozaix w/ Julian Muller,,"https://www.facebook.com/events/236367236108734/
https://dogodki.kulturnik.si/?where=Lok4cija%2C%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 23:00:00 GMT+0100 (Central European Standard Time),,"Lok4cija, Ljubljana
Ljubljana"
777music pres. Distørted,,"https://www.facebook.com/events/7220215531390926/
https://dogodki.kulturnik.si/?where=Publika%20Bar%20Klub%2C%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","sobota, 16. marec 2024",Sat Mar 16 2024 23:00:00 GMT+0100 (Central European Standard Time),,"Publika Bar Klub, Ljubljana
Ljubljana"
26. Festival dokumentarnega filma: Neuvrščeni: Dosje Labudović,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-neuvrsceni-dosje-labudovic/vstopnice-1180308.html
https://dogodki.kulturnik.si/?where=Kinodvor
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 11:00:00 GMT+0100 (Central European Standard Time),,"Kinodvor
Ljubljana"
Neuvrščeni: Dosje Labudović,,"https://www.kinodvor.org/film/neuvrsceni-dosje-labudovic/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 11:00:00 GMT+0100 (Central European Standard Time),Sun Mar 17 2024 12:45:00 GMT+0100 (Central European Standard Time),"Kinodvor dvorana
Ljubljana"
Mišek Julijan,,"http://www.lgl.si/si/predstave/vse-predstave/1160-Misek-Julijan
https://dogodki.kulturnik.si/?where=Mali%20oder%20LGL
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 11:00:00 GMT+0100 (Central European Standard Time),,"Mali oder LGL
Ljubljana"
Ris,,"https://www.kinodvor.org/film/ris/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 14:30:00 GMT+0100 (Central European Standard Time),Sun Mar 17 2024 15:52:00 GMT+0100 (Central European Standard Time),"Kinodvor dvorana
Ljubljana"
S knjigo v kino: pravljična urica,,"https://dogodki.kulturnik.si/?where=Kino%20Delavski%20Dom%20Trbovlje
https://dogodki.kulturnik.si/?where=Trbovlje","nedelja, 17. marec 2024",Sun Mar 17 2024 16:30:00 GMT+0100 (Central European Standard Time),Sun Mar 17 2024 17:00:00 GMT+0100 (Central European Standard Time),"Kino Delavski Dom Trbovlje
Trbovlje"
Mišek Julijan,,"http://www.lgl.si/si/predstave/vse-predstave/1160-Misek-Julijan
https://dogodki.kulturnik.si/?where=Mali%20oder%20LGL
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 17:00:00 GMT+0100 (Central European Standard Time),,"Mali oder LGL
Ljubljana"
Ringaraja,,"https://www.avditorij.si/si/program/ples/ringaraja
https://dogodki.kulturnik.si/?where=Avditorij%20Portoro%C5%BE
https://dogodki.kulturnik.si/?where=Portoro%C5%BE","nedelja, 17. marec 2024",Sun Mar 17 2024 17:00:00 GMT+0100 (Central European Standard Time),,"Avditorij Portorož
Portorož"
26. Festival dokumentarnega filma: Ladja,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-ladja/vstopnice-1180288.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Kosovelova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 17:00:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom, Kosovelova dvorana
Ljubljana"
"Kung Fu Panda 4 (94', sinhro, animirana akcijska pustolovščina)",,"https://dogodki.kulturnik.si/?where=Kino%20Delavski%20Dom%20Trbovlje
https://dogodki.kulturnik.si/?where=Trbovlje","nedelja, 17. marec 2024",Sun Mar 17 2024 17:00:00 GMT+0100 (Central European Standard Time),Sun Mar 17 2024 18:00:00 GMT+0100 (Central European Standard Time),"Kino Delavski Dom Trbovlje
Trbovlje"
KUNG FU PANDA 4,,"https://www.mojekarte.si/si/kung-fu-panda-4/vstopnice-1180622.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%20Vrhnika
https://dogodki.kulturnik.si/?where=Vrhnika","nedelja, 17. marec 2024",Sun Mar 17 2024 17:00:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom Vrhnika
Vrhnika"
KUNG FU PANDA 4,,"https://www.mojekarte.si/si/kung-fu-panda-4/vstopnice-1180928.html
https://dogodki.kulturnik.si/?where=Kinoklub%20Vi%C4%8D
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 17:30:00 GMT+0100 (Central European Standard Time),,"Kinoklub Vič
Ljubljana"
26. Festival dokumentarnega filma: V deželi medvedov,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-v-dezeli-medvedov/vstopnice-1180317.html
https://dogodki.kulturnik.si/?where=Slovenska%20kinoteka
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 18:00:00 GMT+0100 (Central European Standard Time),,"Slovenska kinoteka
Ljubljana"
26. Festival dokumentarnega filma: Med revolucijama,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-med-revolucijama/vstopnice-1180289.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Kosovelova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 18:50:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom, Kosovelova dvorana
Ljubljana"
"Kako seksati (91', drama)",,"https://dogodki.kulturnik.si/?where=Kino%20Delavski%20Dom%20Trbovlje
https://dogodki.kulturnik.si/?where=Trbovlje","nedelja, 17. marec 2024",Sun Mar 17 2024 19:00:00 GMT+0100 (Central European Standard Time),Sun Mar 17 2024 20:30:00 GMT+0100 (Central European Standard Time),"Kino Delavski Dom Trbovlje
Trbovlje"
"Simfonični orkester Domžale - Kamnik, dir. Zoran Bičanin",,"https://www.kd-domzale.si/simfonicni-orkester-domzale-kamnik-dame-harmonije-19-02-2024.html
https://dogodki.kulturnik.si/?where=Kulturni%20dom%20Franca%20Bernika%20Dom%C5%BEale
https://dogodki.kulturnik.si/?where=Dom%C5%BEale","nedelja, 17. marec 2024",Sun Mar 17 2024 19:00:00 GMT+0100 (Central European Standard Time),,"Kulturni dom Franca Bernika Domžale
Domžale"
Diamanti z gosti,,"https://www.facebook.com/events/1503651277100458/
https://dogodki.kulturnik.si/?where=%C5%A0portna%20dvorana%20Medvode%2C%20Medvode
https://dogodki.kulturnik.si/?where=Medvode","nedelja, 17. marec 2024",Sun Mar 17 2024 19:00:00 GMT+0100 (Central European Standard Time),,"Športna dvorana Medvode, Medvode
Medvode"
Od tišine do glasbe,,"https://www.mojekarte.si/si/od-tisine-do-glasbe/vstopnice-1180536.html
https://dogodki.kulturnik.si/?where=SiTiTeater%2C%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 19:00:00 GMT+0100 (Central European Standard Time),,"SiTiTeater, Ljubljana
Ljubljana"
OKRONANA (MAGDALENA GORNIK),,"https://www.mojekarte.si/si/okronana-magdalena-gornik/vstopnice-1180623.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%20Vrhnika
https://dogodki.kulturnik.si/?where=Vrhnika","nedelja, 17. marec 2024",Sun Mar 17 2024 19:00:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom Vrhnika
Vrhnika"
Tiho dekle,,"https://www.kinodvor.org/film/tiho-dekle/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 19:00:00 GMT+0100 (Central European Standard Time),Sun Mar 17 2024 20:35:00 GMT+0100 (Central European Standard Time),"Kinodvor dvorana
Ljubljana"
Simfonični orkester Domžale-Kamnik: Dame harmonije,,"https://www.mojekarte.si/si/simfonicni-orkester-domzale-kamnik-dame-harmonije/vstopnice-1180839.html
https://dogodki.kulturnik.si/?where=Tom%C4%8Deva%20dvorana
https://dogodki.kulturnik.si/?where=Dom%C5%BEale","nedelja, 17. marec 2024",Sun Mar 17 2024 19:00:00 GMT+0100 (Central European Standard Time),,"Tomčeva dvorana
Domžale"
NESREČNA BITJA,,"https://www.mojekarte.si/si/nesrecna-bitja/vstopnice-1180929.html
https://dogodki.kulturnik.si/?where=Kinoklub%20Vi%C4%8D
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 19:30:00 GMT+0100 (Central European Standard Time),,"Kinoklub Vič
Ljubljana"
"Glasbena matica - J.S. Bach: Pasijon po Janezu, BWV 245",,"https://www.mojekarte.si/si/glasbena-matica-j-s-bach-pasijon-po-janezu-bwv-245/vstopnice-1168461.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Gallusova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 19:30:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom, Gallusova dvorana
Ljubljana"
"Johann Sebastian Bach: Pasijon po Janezu, BWV 245",,"https://www.cd-cc.si/kultura/glasba/johann-sebastian-bach-pasijon-po-janezu-bwv-245
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Gallusova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 19:30:00 GMT+0100 (Central European Standard Time),Sun Mar 17 2024 22:00:00 GMT+0100 (Central European Standard Time),"Cankarjev dom, Gallusova dvorana
Ljubljana"
Johann Sebastian Bach: Pasijon po Janezu,,"https://www.nasizbori.si/event/johann-sebastian-bach-pasijon-po-janezu-bwv-245/
https://dogodki.kulturnik.si/?where=Ljubljana%2C%20Slovenia
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 19:30:00 GMT+0100 (Central European Standard Time),Sun Mar 17 2024 22:00:00 GMT+0100 (Central European Standard Time),"Ljubljana, Slovenia
Ljubljana"
"Iz(z)vrstni abonma: Johann Sebastian Bach - Pasijon po Janezu, BWV 245",,"https://www.cd-cc.si/kultura/glasba/johann-sebastian-bach-pasijon-po-janezu-bwv-245
https://dogodki.kulturnik.si/?where=Cankarjev%20dom
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 19:30:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom
Ljubljana"
"27. pripovedovalski festival: Dekle, obljubljeno soncu",,"https://www.mojekarte.si/si/27-pripovedovalski-festival-dekle-obljubljeno-soncu/vstopnice-1181071.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%C2%A0%C5%A0tihova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom, Štihova dvorana
Ljubljana"
Milan Stanisavljević kvintet,,"https://dogodki.kulturnik.si/?where=Pala%C4%8Da%20Cukrarna
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Palača Cukrarna
Ljubljana"
26. Festival dokumentarnega filma: V vzvratnem ogledalu,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-v-vzvratnem-ogledalu/vstopnice-1180290.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Kosovelova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","nedelja, 17. marec 2024",Sun Mar 17 2024 20:20:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom, Kosovelova dvorana
Ljubljana"
Odprta vrata v maturo 2024,,"http://www.lgl.si/si/predstave/vse-predstave/1159-Odprta-vrata-v-maturo-2024
https://dogodki.kulturnik.si/?where=Veliki%20oder%20LGL
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 16:00:00 GMT+0100 (Central European Standard Time),,"Veliki oder LGL
Ljubljana"
26. Festival dokumentarnega filma: Mož v črnem,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-moz-v-crnem/vstopnice-1180291.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Kosovelova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 16:30:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom, Kosovelova dvorana
Ljubljana"
Angeli v Ameriki,,"https://www.mojekarte.si/si/angeli-v-ameriki/vstopnice-1180165.html
https://dogodki.kulturnik.si/?where=SMG%3A%20Spodnja%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 17:00:00 GMT+0100 (Central European Standard Time),,"SMG: Spodnja dvorana
Ljubljana"
Palčica,,"http://www.lgl.si/si/predstave/vse-predstave/1110-Palcica
https://dogodki.kulturnik.si/?where=Kulturnica%20LGL
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 17:00:00 GMT+0100 (Central European Standard Time),,"Kulturnica LGL
Ljubljana"
Naše telo,,"https://www.kinodvor.org/film/nase-telo/
https://dogodki.kulturnik.si/?where=Kinodvor%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 17:00:00 GMT+0100 (Central European Standard Time),Mon Mar 18 2024 19:46:00 GMT+0100 (Central European Standard Time),"Kinodvor dvorana
Ljubljana"
26. Festival dokumentarnega filma: Naše telo,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-nase-telo/vstopnice-1180309.html
https://dogodki.kulturnik.si/?where=Kinodvor
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 17:00:00 GMT+0100 (Central European Standard Time),,"Kinodvor
Ljubljana"
Mišek Julijan,,"http://www.lgl.si/si/predstave/vse-predstave/1160-Misek-Julijan
https://dogodki.kulturnik.si/?where=Mali%20oder%20LGL
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 17:00:00 GMT+0100 (Central European Standard Time),,"Mali oder LGL
Ljubljana"
26. Festival dokumentarnega filma: Stekleničarji,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-steklenicarji/vstopnice-1180292.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Kosovelova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 17:45:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom, Kosovelova dvorana
Ljubljana"
DIRKA ZA SLAVO,,"https://www.mojekarte.si/si/dirka-za-slavo/vstopnice-1180930.html
https://dogodki.kulturnik.si/?where=Tom%C4%8Deva%20dvorana
https://dogodki.kulturnik.si/?where=Dom%C5%BEale","ponedeljek, 18. marec 2024",Mon Mar 18 2024 18:00:00 GMT+0100 (Central European Standard Time),,"Tomčeva dvorana
Domžale"
POŠAST,,"https://www.mojekarte.si/si/posast/vstopnice-1180931.html
https://dogodki.kulturnik.si/?where=Kinoklub%20Vi%C4%8D
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 19:00:00 GMT+0100 (Central European Standard Time),,"Kinoklub Vič
Ljubljana"
Odprta vrata v maturo 2024,,"http://www.lgl.si/si/predstave/vse-predstave/1159-Odprta-vrata-v-maturo-2024
https://dogodki.kulturnik.si/?where=Veliki%20oder%20LGL
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 19:30:00 GMT+0100 (Central European Standard Time),,"Veliki oder LGL
Ljubljana"
Taake / Nordjevel / Theotoxin,,"https://www.orto-bar.com/dogodki/koncerti/taake-nordjevel-theotoxin/
https://dogodki.kulturnik.si/?where=Orto%20Bar
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 19:30:00 GMT+0100 (Central European Standard Time),,"Orto Bar
Ljubljana"
Gaetano Donizetti: Ljubezenski napoj,,"https://www.opera.si/sl/program/predstava/opera/ljubezenski-napoj/?d=1674
https://dogodki.kulturnik.si/?where=SNG%20Opera%20Balet%20Ljubljana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 19:30:00 GMT+0100 (Central European Standard Time),,"SNG Opera Balet Ljubljana
Ljubljana"
JahMoodOnJe Collective,,"https://www.eventbrite.ie/e/jahmoodonje-collective-reggae-tickets-842920837917
https://dogodki.kulturnik.si/?where=Prul%C4%8Dek
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Prulček
Ljubljana"
ZVO.ČI.TI Akuzmonij Di-Fuzija,,"https://www.kinosiska.si/dogodek/zvo-ci-ti-akuzmonij-di-fuzija/
https://dogodki.kulturnik.si/?where=CUK%20Kino%20%C5%A0i%C5%A1ka
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 20:00:00 GMT+0100 (Central European Standard Time),,"CUK Kino Šiška
Ljubljana"
Spolna vzgoja II: Borba,,"https://www.mojekarte.si/si/spolna-vzgoja-ii-borba/vstopnice-1180499.html
https://dogodki.kulturnik.si/?where=Slovensko%20mladinsko%20gledali%C5%A1%C4%8De%3ANova%20po%C5%A1ta
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Slovensko mladinsko gledališče:Nova pošta
Ljubljana"
26. Festival dokumentarnega filma: Popolno zaupanje,,"https://www.mojekarte.si/si/26-festival-dokumentarnega-filma-popolno-zaupanje/vstopnice-1180293.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%20Kosovelova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom, Kosovelova dvorana
Ljubljana"
"27. pripovedovalski festival: Moja oma sanja Lehkico in vsak večer moli za nas, ki ne molimo nič",,"https://www.mojekarte.si/si/27-pripovedovalski-festival-moja-oma-sanja-lehkico-in-vsak-vecer-moli-za-nas-ki-ne-molimo-nic/vstopnice-1181077.html
https://dogodki.kulturnik.si/?where=Cankarjev%20dom%2C%C2%A0%C5%A0tihova%20dvorana
https://dogodki.kulturnik.si/?where=Ljubljana","ponedeljek, 18. marec 2024",Mon Mar 18 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Cankarjev dom, Štihova dvorana
Ljubljana"
ZAJETI V IZVIRU: SLOVENSKI OTROCI LEBENSBORNA | projekcija + pogovor,,"https://www.mojekarte.si/si/zajeti-v-izviru-slovenski-otroci-lebensborna-projekcija-pogovor/vstopnice-1180935.html
https://dogodki.kulturnik.si/?where=Tom%C4%8Deva%20dvorana
https://dogodki.kulturnik.si/?where=Dom%C5%BEale","ponedeljek, 18. marec 2024",Mon Mar 18 2024 20:00:00 GMT+0100 (Central European Standard Time),,"Tomčeva dvorana
Domžale"
