Title,Description,Link,Date,StartDate,EndDate,Location
Potopisno predavanje: Mavrična Armenija,,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-20/2024030611225593/potopisno-predavanje:-mavricna-armenija/,"Wednesday, 20. March 2024",2024-03-20T19:00:00+01:00,,"

					MKC Hiša mladih Ajdovščina
				"
Branje poezije v več jezikih ob svetovnem dnevu poezije,Ob svetovnem dnevu poezije 21. marca bo v Točki Zveze kulturnih društev Nova Gorica potekalo branje poezije v več jezikih.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-20/2024021409110259/branje-poezije-v-vec-jezikih-ob-svetovnem-dnevu-poezije/,"Wednesday, 20. March 2024",2024-03-20T18:00:00+01:00,,"

					Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
				"
Življenje v ustvarjalni coni,"Ustvarjalno druženje, kjer bo vsak izdeloval svoj izdelek, zato s sabo prinesite material in pripomočke. ",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-20/2024022911241424/zivljenje-v-ustvarjalni-coni/,"Wednesday, 20. March 2024",2024-03-20T17:00:00+01:00,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Pravljična urica za otroke v Biljah,Pravljična urica za otroke.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-20/2024022911375417/pravljicna-urica-za-otroke-v-biljah/,"Wednesday, 20. March 2024",2024-03-20T18:00:00+01:00,,"

					Krajevna knjižnica Bilje
				"
Pravljična urica za otroke v Solkanu,Pravljična urica s pravljičarko Dolores Komjanc.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-20/2024022913191852/pravljicna-urica-za-otroke-v-solkanu/,"Wednesday, 20. March 2024",2024-03-20T17:00:00+01:00,,"

					Krajevna knjižnica Solkan
				"
Razstava Rachele Gigli: Mikorize,"Rachele Gigli je prevajalka in večplastna ustvarjalka, živi v Gradežu v Italiji. Izmika se vsakemu poskusu klasifikacije, zanima jo vizualna umetnost v vseh njenih vidikih, vključno z video umetnostjo. Od malega je živela v spodbudnem okolju, od mame se je naučila ceniti slikanje in risanje, v čare fotografije jo je uvedel oče. V družinskem okolju ji je bilo, poleg umetnosti, prenešeno tudi znanje o divjih zeliščih, gobah in zametkih mikologije. Narava in veselje do njenega odkrivanja in raziskovanja je še ena njena velika strast, ki je del njenega vsakdana. Diplomirala je iz tujih jezikov in književnosti in ima različne izkušnje kot prevajalka. Že nekaj let se približuje estetiki stripa.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-01-27/2024020610510787/razstava-rachele-gigli:-mikorize/,"Saturday, 27. January 2024 - Wednesday, 20. March 2024",,,"

					Klub Štala, Lokavec 45
				"
3. mednarodni extempore In vendar oživi,Svoja dela razstavlja 33 umetnikov iz Slovenije in Italije. Razstava bo na ogled do 30. 4. 2024.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"Thursday, 08. February 2024 - Tuesday, 30. April 2024",,,"

					Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
				"
Razstava: Hotel Sabotin skozi čas,"V letošnjem letu hotel Sabotin obeležuje 70-letnico. Ob tej priložnosti so v avli hotela Sabotin na ogled postavili razstavo reprodukcij starih dokumentov in fotografij, ki bo na ogled do 31. marca.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"Wednesday, 14. February 2024 - Sunday, 31. March 2024",,,"

					Hotel Sabotin, Solkan
				"
Razstava: Stanka Golob: Slike iz peska,Razstava likovnih del Stanke Golob v osrednjem razstavnem prostoru Goriške knjižnice.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915370109/razstava:-stanka-golob:-slike-iz-peska/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Razstava: Janko Samsa: Lokomotive od nekoč do danes,Razstava maket železniških lokomotiv v lesu v razstavnem prostoru pri klavirju.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915392121/razstava:-janko-samsa:-lokomotive-od-nekoc-do-danes/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
12. zmajarska tekma Aeros Winter Race 2024,"Jadralna zmajarska sezona se prične z Aeros Winter Race – prvo zmajarsko tekmo v Evropi. Aeros Winter Race je eno največjih zmajarskih tekmovanj z veliko tradicijo in običajno odličnimi pogoji za letenje v tem delu Evrope. Za to mednarodno tekmovanje, ki v Vipavski dolini poteka že več let zapored, je v Evropi veliko zanimanje. Več kot 90 % udeležencev prihaja iz različnih evropskih držav. ",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-19/2024022309155974/12-zmajarska-tekma-aeros-winter-race-2024/,"Tuesday, 19. March 2024 - Sunday, 24. March 2024",,,"

					start: vzletišče Kovk
				"
Domoznanski večer: pogovor z Davidom Bandljem,"Pogovor z Davidom Bandljem v okviru projekta Obrazi slovenskih pokrajin – sklop pogovorov z izbranimi gosti, znanimi Primorci. Vodi Maruša Mugerli Lavrenčič. Z dogodkom obeležujemo tudi Svetovni dan poezije. Dobimo se v prireditvenem prostoru pri klavirju.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-21/2024022910592327/domoznanski-vecer:-pogovor-z-davidom-bandljem/,"Thursday, 21. March 2024",2024-03-21T18:00:00+01:00,2024-03-21T19:00:00+01:00,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Pomladna ustvarjalna delavnica za otroke,Pomladna ustvarjalna delavnica za otroke pod vodstvom akademske slikarke in vzgojiteljice predšolskih otrok Darije Gordić Milinković. Goriška knjižnica delavnico organizira v sodelovanju z Medobčinskim društvom prijateljev mladine za Goriško.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-21/2024022913254821/pomladna-ustvarjalna-delavnica-za-otroke/,"Thursday, 21. March 2024",2024-03-21T17:00:00+01:00,,"

					Krajevna knjižnica Šempeter
				"
Komedija: Razočarana gospodinja pri seksologu,"Mož brez dlake na jeziku, komentator na TV Faktor, psihoanalitik in seksolog mag. Roman Vodeb ter najlepša igralka v Sloveniji (Mina Manojlović) v vlogi vročekrvne, zapeljive, a zakona naveličane razočarane gospodinje Radojke R. Pušić, ki je prišla “od dol”,  v veliki odrski uspešnici, ki je doživela že 365 ponovitev.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-21/2024030614063826/komedija:-razocarana-gospodinja-pri-seksologu/,"Thursday, 21. March 2024",2024-03-21T20:00:00+01:00,,"

					MKC Hiša mladih, Ajdovščina
				"
"Delavnica za mlade: Jaz sem ok, ti si ok (14+)","Delavnica je namenjena vsem mladim med 14. in 18. letom starosti, ki bi želeli še dodatno ozavestiti pomen dobrega počutja, pozitivne samopodobe in osrečujočih odnosov. Delavnica bo potekala v obliki aktivnega sodelovanja, diskusije in socialnih iger ter se bo izvedla v primeru, če bo prijav 8 ali več. Delavnico vodi mladinska delavka Sara. Prijave sprejemajo na https://forms.gle/XiMqQXeLkvfF2TM16 do zapolnitve mest, zato pohiti s svojo prijavo. ","https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-21/2024030614102751/delavnica-za-mlade:-jaz-sem-ok,-ti-si-ok-14+/","Thursday, 21. March 2024",2024-03-21T16:00:00+01:00,,"

					MKC Hiša mladih, Ajdovščina
				"
3. mednarodni extempore In vendar oživi,Svoja dela razstavlja 33 umetnikov iz Slovenije in Italije. Razstava bo na ogled do 30. 4. 2024.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"Thursday, 08. February 2024 - Tuesday, 30. April 2024",,,"

					Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
				"
Razstava: Hotel Sabotin skozi čas,"V letošnjem letu hotel Sabotin obeležuje 70-letnico. Ob tej priložnosti so v avli hotela Sabotin na ogled postavili razstavo reprodukcij starih dokumentov in fotografij, ki bo na ogled do 31. marca.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"Wednesday, 14. February 2024 - Sunday, 31. March 2024",,,"

					Hotel Sabotin, Solkan
				"
Razstava: Stanka Golob: Slike iz peska,Razstava likovnih del Stanke Golob v osrednjem razstavnem prostoru Goriške knjižnice.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915370109/razstava:-stanka-golob:-slike-iz-peska/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Razstava: Janko Samsa: Lokomotive od nekoč do danes,Razstava maket železniških lokomotiv v lesu v razstavnem prostoru pri klavirju.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915392121/razstava:-janko-samsa:-lokomotive-od-nekoc-do-danes/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
12. zmajarska tekma Aeros Winter Race 2024,"Jadralna zmajarska sezona se prične z Aeros Winter Race – prvo zmajarsko tekmo v Evropi. Aeros Winter Race je eno največjih zmajarskih tekmovanj z veliko tradicijo in običajno odličnimi pogoji za letenje v tem delu Evrope. Za to mednarodno tekmovanje, ki v Vipavski dolini poteka že več let zapored, je v Evropi veliko zanimanje. Več kot 90 % udeležencev prihaja iz različnih evropskih držav. ",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-19/2024022309155974/12-zmajarska-tekma-aeros-winter-race-2024/,"Tuesday, 19. March 2024 - Sunday, 24. March 2024",,,"

					start: vzletišče Kovk
				"
Koncert: Dejan Vunjak in Brendijeve barabe,"Dejan Vudnjak skupaj z Brendijevimi barabami prvič prihaja v 15 kulturnih domov širom Slovenije, kjer bomo skupaj preživeli čudovit večer, poln emocij in glasbe, ki jo vsi radi prepevamo. Popeljali vas bodo čez veliko svojih in Brendijevih skladb, ki jih boste lahko slišali v malo drugačni preobleki, prav tako pa boste lahko slišali tudi tiste, ki jih do sedaj morda še niste. Vstopnice: Eventim",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-22/2023122113484881/koncert:-dejan-vunjak-in-brendijeve-barabe/,"Friday, 22. March 2024",2024-03-22T19:00:00+01:00,,"

					Dvorana prve slovenske vlade Ajdovščina
				"
Odprtje fotografske razstave V dialogu: Boris Gaberščik in Sergio Scabar,"Razstava postavlja v dialog dela dveh mojstrov črno-bele analogne fotografije: slovenskega fotografa Borisa Gaberščika in italijanskega ustvarjalca Sergia Scabarja. Avtorja izhajata iz različnih kulturnih okolij, vendar njuno delo povezuje ustvarjalni pristop, ki temelji na raziskovalni naravi fotografskega medija in kreaciji natančno premišljenih kompozicij, oblikovanih iz rabljenih predmetov.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-22/2024021409115170/odprtje-fotografske-razstave-v-dialogu:-boris-gaberscik-in-sergio-scabar/,"Friday, 22. March 2024",2024-03-22T19:00:00+01:00,,"

					Galerija Gong, Nova Gorica
				"
Bralna skupina Bralci na placu,Srečanje bralne skupine Bralci na placu. Pogovarjali se bomo o knjigi Marie Curie in vera v sanje avtorice Susanne Leonard.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-22/2024022913275393/bralna-skupina-bralci-na-placu/,"Friday, 22. March 2024",2024-03-22T17:00:00+01:00,,"

					Krajevna knjižnica Šempeter
				"
3. mednarodni extempore In vendar oživi,Svoja dela razstavlja 33 umetnikov iz Slovenije in Italije. Razstava bo na ogled do 30. 4. 2024.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"Thursday, 08. February 2024 - Tuesday, 30. April 2024",,,"

					Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
				"
Razstava: Hotel Sabotin skozi čas,"V letošnjem letu hotel Sabotin obeležuje 70-letnico. Ob tej priložnosti so v avli hotela Sabotin na ogled postavili razstavo reprodukcij starih dokumentov in fotografij, ki bo na ogled do 31. marca.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"Wednesday, 14. February 2024 - Sunday, 31. March 2024",,,"

					Hotel Sabotin, Solkan
				"
Razstava: Stanka Golob: Slike iz peska,Razstava likovnih del Stanke Golob v osrednjem razstavnem prostoru Goriške knjižnice.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915370109/razstava:-stanka-golob:-slike-iz-peska/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Razstava: Janko Samsa: Lokomotive od nekoč do danes,Razstava maket železniških lokomotiv v lesu v razstavnem prostoru pri klavirju.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915392121/razstava:-janko-samsa:-lokomotive-od-nekoc-do-danes/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
12. zmajarska tekma Aeros Winter Race 2024,"Jadralna zmajarska sezona se prične z Aeros Winter Race – prvo zmajarsko tekmo v Evropi. Aeros Winter Race je eno največjih zmajarskih tekmovanj z veliko tradicijo in običajno odličnimi pogoji za letenje v tem delu Evrope. Za to mednarodno tekmovanje, ki v Vipavski dolini poteka že več let zapored, je v Evropi veliko zanimanje. Več kot 90 % udeležencev prihaja iz različnih evropskih držav. ",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-19/2024022309155974/12-zmajarska-tekma-aeros-winter-race-2024/,"Tuesday, 19. March 2024 - Sunday, 24. March 2024",,,"

					start: vzletišče Kovk
				"
Komedija: Kako se znebiti bodočega moža,"Nova zabavna komedija z zvezdniško zasedbo: Miha Brajnik, Mario Ćulibrk, Mojca Fatur, Mojca Funkl in Tadej Pišek.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-23/2024020211214435/komedija:-kako-se-znebiti-bodocega-moza/,"Saturday, 23. March 2024",2024-03-23T20:00:00+01:00,2024-03-23T21:35:00+01:00,"

					Dvorana prve slovenske vlade Ajdovščina
				"
Primorska poje 2024: Vrtovin,"Predstavili se bodo Ženski pevski zbor Slovenčice iz Tuzle, Moški pevski zbor Ivana Laharnarja s Planote, združena moški zbor Tabor in Vokalna skupina Stane Malič iz Opčin, Oktet Bori iz Postojne, Anakrousis Projekt iz Gropade in Vokalni ansambel Reunion iz Solkana.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-23/2024022109401506/primorska-poje-2024:-vrtovin/,"Saturday, 23. March 2024",2024-03-23T20:00:00+01:00,,"

					dvorana KS Vrtovin
				"
3. mednarodni extempore In vendar oživi,Svoja dela razstavlja 33 umetnikov iz Slovenije in Italije. Razstava bo na ogled do 30. 4. 2024.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"Thursday, 08. February 2024 - Tuesday, 30. April 2024",,,"

					Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
				"
Razstava: Hotel Sabotin skozi čas,"V letošnjem letu hotel Sabotin obeležuje 70-letnico. Ob tej priložnosti so v avli hotela Sabotin na ogled postavili razstavo reprodukcij starih dokumentov in fotografij, ki bo na ogled do 31. marca.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"Wednesday, 14. February 2024 - Sunday, 31. March 2024",,,"

					Hotel Sabotin, Solkan
				"
Razstava: Stanka Golob: Slike iz peska,Razstava likovnih del Stanke Golob v osrednjem razstavnem prostoru Goriške knjižnice.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915370109/razstava:-stanka-golob:-slike-iz-peska/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Razstava: Janko Samsa: Lokomotive od nekoč do danes,Razstava maket železniških lokomotiv v lesu v razstavnem prostoru pri klavirju.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915392121/razstava:-janko-samsa:-lokomotive-od-nekoc-do-danes/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Fotografska razstava V dialogu: Boris Gaberščik in Sergio Scabar,"Razstava postavlja v dialog dela dveh mojstrov črno-bele analogne fotografije: slovenskega fotografa Borisa Gaberščika in italijanskega ustvarjalca Sergia Scabarja. Avtorja izhajata iz različnih kulturnih okolij, vendar njuno delo povezuje ustvarjalni pristop, ki temelji na raziskovalni naravi fotografskega medija in kreaciji natančno premišljenih kompozicij, oblikovanih iz rabljenih predmetov.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-23/2024021409122622/fotografska-razstava-v-dialogu:-boris-gaberscik-in-sergio-scabar/,"Saturday, 23. March 2024 - Friday, 26. April 2024",,,"

					Galerija Gong, Nova Gorica
				"
12. zmajarska tekma Aeros Winter Race 2024,"Jadralna zmajarska sezona se prične z Aeros Winter Race – prvo zmajarsko tekmo v Evropi. Aeros Winter Race je eno največjih zmajarskih tekmovanj z veliko tradicijo in običajno odličnimi pogoji za letenje v tem delu Evrope. Za to mednarodno tekmovanje, ki v Vipavski dolini poteka že več let zapored, je v Evropi veliko zanimanje. Več kot 90 % udeležencev prihaja iz različnih evropskih držav. ",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-19/2024022309155974/12-zmajarska-tekma-aeros-winter-race-2024/,"Tuesday, 19. March 2024 - Sunday, 24. March 2024",,,"

					start: vzletišče Kovk
				"
3. mednarodni extempore In vendar oživi,Svoja dela razstavlja 33 umetnikov iz Slovenije in Italije. Razstava bo na ogled do 30. 4. 2024.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"Thursday, 08. February 2024 - Tuesday, 30. April 2024",,,"

					Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
				"
Razstava: Hotel Sabotin skozi čas,"V letošnjem letu hotel Sabotin obeležuje 70-letnico. Ob tej priložnosti so v avli hotela Sabotin na ogled postavili razstavo reprodukcij starih dokumentov in fotografij, ki bo na ogled do 31. marca.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"Wednesday, 14. February 2024 - Sunday, 31. March 2024",,,"

					Hotel Sabotin, Solkan
				"
Razstava: Stanka Golob: Slike iz peska,Razstava likovnih del Stanke Golob v osrednjem razstavnem prostoru Goriške knjižnice.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915370109/razstava:-stanka-golob:-slike-iz-peska/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Razstava: Janko Samsa: Lokomotive od nekoč do danes,Razstava maket železniških lokomotiv v lesu v razstavnem prostoru pri klavirju.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915392121/razstava:-janko-samsa:-lokomotive-od-nekoc-do-danes/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Fotografska razstava V dialogu: Boris Gaberščik in Sergio Scabar,"Razstava postavlja v dialog dela dveh mojstrov črno-bele analogne fotografije: slovenskega fotografa Borisa Gaberščika in italijanskega ustvarjalca Sergia Scabarja. Avtorja izhajata iz različnih kulturnih okolij, vendar njuno delo povezuje ustvarjalni pristop, ki temelji na raziskovalni naravi fotografskega medija in kreaciji natančno premišljenih kompozicij, oblikovanih iz rabljenih predmetov.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-23/2024021409122622/fotografska-razstava-v-dialogu:-boris-gaberscik-in-sergio-scabar/,"Saturday, 23. March 2024 - Friday, 26. April 2024",,,"

					Galerija Gong, Nova Gorica
				"
Pravljična urica za otroke,Pravljična urica z Nedo Mikuž.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-25/2024022912581158/pravljicna-urica-za-otroke/,"Monday, 25. March 2024",2024-03-25T16:30:00+01:00,,"

					Krajevna knjižnica Miren
				"
3. mednarodni extempore In vendar oživi,Svoja dela razstavlja 33 umetnikov iz Slovenije in Italije. Razstava bo na ogled do 30. 4. 2024.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"Thursday, 08. February 2024 - Tuesday, 30. April 2024",,,"

					Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
				"
Razstava: Hotel Sabotin skozi čas,"V letošnjem letu hotel Sabotin obeležuje 70-letnico. Ob tej priložnosti so v avli hotela Sabotin na ogled postavili razstavo reprodukcij starih dokumentov in fotografij, ki bo na ogled do 31. marca.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"Wednesday, 14. February 2024 - Sunday, 31. March 2024",,,"

					Hotel Sabotin, Solkan
				"
Razstava: Stanka Golob: Slike iz peska,Razstava likovnih del Stanke Golob v osrednjem razstavnem prostoru Goriške knjižnice.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915370109/razstava:-stanka-golob:-slike-iz-peska/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Razstava: Janko Samsa: Lokomotive od nekoč do danes,Razstava maket železniških lokomotiv v lesu v razstavnem prostoru pri klavirju.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915392121/razstava:-janko-samsa:-lokomotive-od-nekoc-do-danes/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Fotografska razstava V dialogu: Boris Gaberščik in Sergio Scabar,"Razstava postavlja v dialog dela dveh mojstrov črno-bele analogne fotografije: slovenskega fotografa Borisa Gaberščika in italijanskega ustvarjalca Sergia Scabarja. Avtorja izhajata iz različnih kulturnih okolij, vendar njuno delo povezuje ustvarjalni pristop, ki temelji na raziskovalni naravi fotografskega medija in kreaciji natančno premišljenih kompozicij, oblikovanih iz rabljenih predmetov.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-23/2024021409122622/fotografska-razstava-v-dialogu:-boris-gaberscik-in-sergio-scabar/,"Saturday, 23. March 2024 - Friday, 26. April 2024",,,"

					Galerija Gong, Nova Gorica
				"
Pravljična urica za otroke,Pravljična urica za otroke v pravljični sobi Goriške knjižnice.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-26/2024022910250139/pravljicna-urica-za-otroke/,"Tuesday, 26. March 2024",2024-03-26T17:00:00+01:00,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Bralni klub Na isti strani,"Tretje srečanje druge sezone bralnega kluba Na isti strani z Marušo Mugerli Lavrenčič, na katerem se bomo pogovarjali o romanu Evforija avtorice Elin Cullhed. Srečanja bralnega kluba potekajo enkrat mesečno.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-26/2024022911110349/bralni-klub-na-isti-strani/,"Tuesday, 26. March 2024",2024-03-26T17:00:00+01:00,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
3. mednarodni extempore In vendar oživi,Svoja dela razstavlja 33 umetnikov iz Slovenije in Italije. Razstava bo na ogled do 30. 4. 2024.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-08/2024020709321811/3-mednarodni-extempore-in-vendar-ozivi/,"Thursday, 08. February 2024 - Tuesday, 30. April 2024",,,"

					Točka ZKD Nova Gorica, Gradnikove brigade 25, Nova Gorica
				"
Razstava: Hotel Sabotin skozi čas,"V letošnjem letu hotel Sabotin obeležuje 70-letnico. Ob tej priložnosti so v avli hotela Sabotin na ogled postavili razstavo reprodukcij starih dokumentov in fotografij, ki bo na ogled do 31. marca.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-02-14/2024021510385499/razstava:-hotel-sabotin-skozi-cas/,"Wednesday, 14. February 2024 - Sunday, 31. March 2024",,,"

					Hotel Sabotin, Solkan
				"
Razstava: Stanka Golob: Slike iz peska,Razstava likovnih del Stanke Golob v osrednjem razstavnem prostoru Goriške knjižnice.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915370109/razstava:-stanka-golob:-slike-iz-peska/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Razstava: Janko Samsa: Lokomotive od nekoč do danes,Razstava maket železniških lokomotiv v lesu v razstavnem prostoru pri klavirju.,https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-04/2024022915392121/razstava:-janko-samsa:-lokomotive-od-nekoc-do-danes/,"Monday, 04. March 2024 - Friday, 29. March 2024",,,"

					Goriška knjižnica Franceta Bevka Nova Gorica
				"
Fotografska razstava V dialogu: Boris Gaberščik in Sergio Scabar,"Razstava postavlja v dialog dela dveh mojstrov črno-bele analogne fotografije: slovenskega fotografa Borisa Gaberščika in italijanskega ustvarjalca Sergia Scabarja. Avtorja izhajata iz različnih kulturnih okolij, vendar njuno delo povezuje ustvarjalni pristop, ki temelji na raziskovalni naravi fotografskega medija in kreaciji natančno premišljenih kompozicij, oblikovanih iz rabljenih predmetov.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-23/2024021409122622/fotografska-razstava-v-dialogu:-boris-gaberscik-in-sergio-scabar/,"Saturday, 23. March 2024 - Friday, 26. April 2024",,,"

					Galerija Gong, Nova Gorica
				"
Predavanje: Psihologija uspeha,"Vabljeni vsi, ki si želite narediti nekaj na osebnem, študijskem ali poslovnem področju. Predavatelj: Branko Vodopivec univ. dipl. inž. les.",https://dogodki.turizem-novagorica-vipavskadolina.si/sl/koledar-dogodkov/2024-03-27/2024022614243666/predavanje:-psihologija-uspeha/,"Wednesday, 27. March 2024",2024-03-27T17:00:00+01:00,2024-03-27T19:00:00+01:00,"

					SReČNA hiša, Tumova ulica 5, Nova Gorica
				"
