Title,Description,Link,Date,StartDate,EndDate,Location
20. Festival komedije Pekre,"
Festival komedije Pekre tradicionalno pripravljamo vsako leto v mesecu marcu, vsak petek in soboto. 
 Festival komedije Pekre tradicionalno pripravljamo vsako leto v mesecu marcu, vsak petek in soboto.  PROGRAM1. marec - 24. marec 2024 Petek, 1. 3. ob 19.00: Čaj za dveAvtor: Tone Partljič I KUD Marice Kerenčic PesnicaSobota, 2. 3. ob 19.00: Seks in ljubosumnostAvtor: Marc Camoletti I KD Svoboda Brestanica - Teater RajhenburškiPetek, 8. 3. ob 19.00: TartuffeAvtor: Jean Baptiste Poquelin - Moliere I KUD Drava MariborSobota, 9. 3. ob 19.00: Jaz sem pa tako finaAvtor: Jovan Sterija Popović I KD Vidovo, Šentvid pri StičniPetek, 15. 3. ob 19.00: Poroka čistilke MarijeAvtor: Tone Partljič I KD Pekre LimbušSobota, 16. 3. ob 19.00: RevizorAvtor: Nikolaj Vasiljevič Gogolj I Šentjakobsko gledališče LjubljanaPetek, 22. 3. ob 19.00: Kar v vrsto, prosim!Avtor: Jack Sharkey I KPD Josip Lavtižar Kranjska GoraSobota, 23. 3. ob 19.00: TičiAvtor: Petja Kogovšek I Gledališče Toneta Čufarja, JeseniceNedelja, 24. 3. ob 19.00: 20. gledališka pomladAvtorja: Marko Vezovišek in Jure Ivanušič I Jure Ivanušič Vstopnicecena posamezne vstopnice = 10,00 EURvstopnica za zadnji večer = 12,00 EURabonma = 60,00 EURVstopnice bodo na voljo 1 uro pred predstavo v Domu Kulture Pekre in preko www.eventim.si
Tip: Festivali, Zabavne prireditve
Organizator: Turistično društvo Pekre
","https://www.google.com/maps/dir/Current+Location/46.548,15.5938
https://www.visitmaribor.si/si/kaj-poceti/dogodki-in-prireditve/vsi-dogodki-in-prireditve/26021-20-festival-komedije-pekre","Sunday, 24. March 2024",,,"Limbuš, Dom kulture Pekre (Bezjakova ulica 4, Limbuš)"
20. Festival komedije Pekre,"
Festival komedije Pekre tradicionalno pripravljamo vsako leto v mesecu marcu, vsak petek in soboto. 
 Festival komedije Pekre tradicionalno pripravljamo vsako leto v mesecu marcu, vsak petek in soboto.  PROGRAM1. marec - 24. marec 2024 Petek, 1. 3. ob 19.00: Čaj za dveAvtor: Tone Partljič I KUD Marice Kerenčic PesnicaSobota, 2. 3. ob 19.00: Seks in ljubosumnostAvtor: Marc Camoletti I KD Svoboda Brestanica - Teater RajhenburškiPetek, 8. 3. ob 19.00: TartuffeAvtor: Jean Baptiste Poquelin - Moliere I KUD Drava MariborSobota, 9. 3. ob 19.00: Jaz sem pa tako finaAvtor: Jovan Sterija Popović I KD Vidovo, Šentvid pri StičniPetek, 15. 3. ob 19.00: Poroka čistilke MarijeAvtor: Tone Partljič I KD Pekre LimbušSobota, 16. 3. ob 19.00: RevizorAvtor: Nikolaj Vasiljevič Gogolj I Šentjakobsko gledališče LjubljanaPetek, 22. 3. ob 19.00: Kar v vrsto, prosim!Avtor: Jack Sharkey I KPD Josip Lavtižar Kranjska GoraSobota, 23. 3. ob 19.00: TičiAvtor: Petja Kogovšek I Gledališče Toneta Čufarja, JeseniceNedelja, 24. 3. ob 19.00: 20. gledališka pomladAvtorja: Marko Vezovišek in Jure Ivanušič I Jure Ivanušič Vstopnicecena posamezne vstopnice = 10,00 EURvstopnica za zadnji večer = 12,00 EURabonma = 60,00 EURVstopnice bodo na voljo 1 uro pred predstavo v Domu Kulture Pekre in preko www.eventim.si
Tip: Zabavne prireditve
Organizator: Turistično društvo Pekre
","https://www.google.com/maps/dir/Current+Location/46.548,15.5938
https://www.visitmaribor.si/si/kaj-poceti/dogodki-in-prireditve/vsi-dogodki-in-prireditve/26021-20-festival-komedije-pekre","Sunday, 24. March 2024",,,"Limbuš, Dom kulture Pekre (Bezjakova ulica 4, Limbuš)"
20. Festival komedije Pekre,"
Festival komedije Pekre tradicionalno pripravljamo vsako leto v mesecu marcu, vsak petek in soboto. 
 Festival komedije Pekre tradicionalno pripravljamo vsako leto v mesecu marcu, vsak petek in soboto.  PROGRAM1. marec - 24. marec 2024 Petek, 1. 3. ob 19.00: Čaj za dveAvtor: Tone Partljič I KUD Marice Kerenčic PesnicaSobota, 2. 3. ob 19.00: Seks in ljubosumnostAvtor: Marc Camoletti I KD Svoboda Brestanica - Teater RajhenburškiPetek, 8. 3. ob 19.00: TartuffeAvtor: Jean Baptiste Poquelin - Moliere I KUD Drava MariborSobota, 9. 3. ob 19.00: Jaz sem pa tako finaAvtor: Jovan Sterija Popović I KD Vidovo, Šentvid pri StičniPetek, 15. 3. ob 19.00: Poroka čistilke MarijeAvtor: Tone Partljič I KD Pekre LimbušSobota, 16. 3. ob 19.00: RevizorAvtor: Nikolaj Vasiljevič Gogolj I Šentjakobsko gledališče LjubljanaPetek, 22. 3. ob 19.00: Kar v vrsto, prosim!Avtor: Jack Sharkey I KPD Josip Lavtižar Kranjska GoraSobota, 23. 3. ob 19.00: TičiAvtor: Petja Kogovšek I Gledališče Toneta Čufarja, JeseniceNedelja, 24. 3. ob 19.00: 20. gledališka pomladAvtorja: Marko Vezovišek in Jure Ivanušič I Jure Ivanušič Vstopnicecena posamezne vstopnice = 10,00 EURvstopnica za zadnji večer = 12,00 EURabonma = 60,00 EURVstopnice bodo na voljo 1 uro pred predstavo v Domu Kulture Pekre in preko www.eventim.si
Tip: Festivali, Zabavne prireditve
Organizator: Turistično društvo Pekre
","https://www.google.com/maps/dir/Current+Location/46.548,15.5938
https://www.visitmaribor.si/si/kaj-poceti/dogodki-in-prireditve/vsi-dogodki-in-prireditve/26021-20-festival-komedije-pekre","Sunday, 24. March 2024",,,"Limbuš, Dom kulture Pekre (Bezjakova ulica 4, Limbuš)"
Sailing Point Easter Regatta,"
Velikonočna regata

Tip: Športne prireditve

","https://www.google.com/maps/dir/Current+Location/45.5154,13.585
https://www.portoroz.si/si/dozivi/dogodki/4418-sailing-point-easter-regatta","Wednesday, 27. March 2024 - Sunday, 31. March 2024",,,Portorož
ODTISI,"
Razstava del Blaža Vehovarja
 Razstava del Blaža Vehovarja Otvoritev razstave bo 28. marca ob 18. uri. Delovni čas razstave: Ponedeljek–petek: 10.00–16.00
Tip: Festivali, Kulturne prireditve, Ostale prireditve
Kontakt: Festival Ljubljana                                +386 (0)1/241 60 00 info@ljubljanafestival.si
","https://www.google.com/maps/dir/Current+Location/46.0468,14.5036
https://ljubljanafestival.si/event/odtisi-2/","Thursday, 28. March 2024 - Friday, 26. April 2024",,,"Ljubljana, Križevniška cerkev"
Dnevi divjih špargljev,"
Kulinarični dnevi v izbranih gostilnah in restavracijah.
 Kulinarični dnevi v izbranih gostilnah in restavracijah. Na Dnevih divjih špargljev boste v izolskih gostilnah in restavracijah uživali v jedeh s temi zdravimi divjimi poganjki , ki so značilni predvsem za Istro. Na raznolike načine jih bodo za vas pripravljali izbrani izolski chefi. Privoščite si fritajo s šparglji, testenine ali katero drugo specialiteto.
Tip: Gastronomske prireditve
Kontakt: Turistično združenje Izola g.i.z.                                056401050 tic.izola@izola.si
","https://www.google.com/maps/dir/Current+Location/45.537,13.6594
https://www.visitizola.com/okusi/dnevi-divjih-spargljev","Friday, 29. March 2024 - Sunday, 14. April 2024",,,"Izola, Izolske gostilne in restavracije"
Virtualna igra-  Atlantova skrivnost,"
Vas zanima, kaj je v svoj trezor skril Atlant?
 Vas zanima, kaj je v svoj trezor skril Atlant? Obisk Muzeja Banke Slovenije si popestrite z virtualno igro Atlantova skrivnost, ki vsebuje elemente igre pobega in tako ponuja prav posebno izkušnjo muzejskega obiska. Obiskovalci Muzeja Banke Slovenije se razdelijo v ekipe, kjer je naloga vsake ekipe, da uspešno opravijo sedem Atlantovih preizkusov. Samo najboljši in najhitrejši na koncu dobijo dostop do muzejskega trezorja s prav posebno vsebino. Lahko Atlantovo skrivnost odkrijete tudi vi? Vabimo vas, da se na dogodivščino podate z družino ali prijatelji, in sicer vsak zadnji petek v mesecu ob 17. uri (za zaključene družbe termin ogleda prilagodimo). Igra je primerna tudi za otroke od druge triade osnovne šole naprej. Udeležba je brezplačna. Ekipo lahko sestavljajo do štirje posamezniki.
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.0525,14.5029
mailto:muzej@bsi.si
https://www.visitljubljana.com/sl/obiskovalci/nacrtujte-svoj-obisk/prireditve/virtualna-igra-atlantova-skrivnost/","Friday, 29. March 2024",,,"Ljubljana, Muzej Banke Slovenije"
Pomol okusov I,"
Kulinarični dogodek na prostem z najlepšim pogledom na morje, kjer na enem mestu okusite istrske jedi in ostale dobrote.
 Kulinarični dogodek na prostem z najlepšim pogledom na morje, kjer na enem mestu okusite istrske jedi in ostale dobrote. Na velikonočno soboto se odpre sezona izolskih kulinaričnih dogodkov na prostem. Prvi iz serije petih Pomolov okusov bo razveselil obiskovalce z istrsko kulinariko; morskimi dobrotami, specialitetami istrskega podeželja ter lokalnimi vini, gini, craft pivi in sladkimi mojstrovinmi.
Tip: Festivali, Gastronomske prireditve
Kontakt: Turistično združenje Izola g.i.z.                                056401050 tic.izola@izola.si
","https://www.google.com/maps/dir/Current+Location/45.5393,13.6558
https://www.visitizola.com/dogodki/pomol-okusov-i","Saturday, 30. March 2024",,,"Izola, Severni izolski pomol"
"MONOKOMEDIJA, JAMSKA ŽENSKA"," V sredo 3. aprila 2024, ob 19.00, Mestno gledališče Ptuj. Gre za duhovit in prisrčen pogled na razlike, napake in posebnosti tako moških kot žensk, skozi sodobno žensko perspektivo. Ta navdihujoča komedija pripoveduje zgodbo o dveh popolnoma različnih bitjih, ki obupano poskušata sobivati na enem majhnem planetu – in si deliti eno kopalnico.
Tip: Zabavne prireditve

","https://www.google.com/maps/dir/Current+Location/46.42,15.8705
https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/monokomedija-jamska-zenska/","Wednesday, 03. April 2024",,,"Ptuj, Mestno gledališče Ptuj"
Ana Mir (rog) in Godalni kvartet Opifex," Ana Mir je glasbeno pot začela v Glasbeni šoli Škofja Loka. Po šestih letih nižje glasbene šole je izobraževanje nadaljevala na Konservatoriju za glasbo in balet v Ljubljani v razredu prof. Metoda Tomaca. Po končanem srednješolskem izobraževanju se je vpisala na Akademijo za glasbo v Ljubljani, kjer je junija 2023 diplomirala v razredu prof. Boštjana Lipovška. V poletnem semestru 2022/23 se je udeležila Erasmusove izmenjave na Visoki šoli za glasbo v Trossingenu pri prof. Saaru Bergerju. Magistrski študij od oktobra 2023 nadaljuje na salzburškem Mozarteumu v razredu prof. Matíasa Piñere in vzporedno pri prof. Boštjanu Lipovšku na ljubljanski Akademiji za glasbo. Je prejemnica različnih nagrad in priznanj na mednarodnih in nacionalnih tekmovanjih. Med drugim je leta 2019 s kvartetom rogov Et Cetera osvojila srebrno priznanje na tekmovanju TEMSIG. Leta 2020 in 2023 je prejela prvo nagrado in zlato priznanje na državnem tekmovanju TEMSIG. Sodeluje v različnih komornih sestavih, orkestrih po Sloveniji in v tujini, med drugim tudi s Slovensko filharmonijo in Simfoničnim orkestrom RTV Slovenija. Maja 2021 je uspešno opravila avdicijo in se pridružila Orkestru SNG Opere in Baleta Ljubljana. Aprila 2022 je z Orkestrom Slovenske filharmonije kot ena izmed solistov izvedla Moje melodije za osem rogov in orkester Helmuta Lachenmanna. Godalni kvartet Opifex sestavljajo violinista Nikola Pajanović in Laura de Wolff, violistka Rebeka Skok ter violončelistka Sara Čano. S pianistom Petrom Bubolo sodelujejo tudi kot klavirski kvintet. Umetniški vodja ansambla je Aleksandra Čano Muharemović, trenutno pa se izobražujejo v razredu prof. Emila Cantorja na Akademiji za glasbo Univerze v Ljubljani. Prvi koncert so izvedli v dvorani Radovljiške graščine, celovečerni koncert pa v Avditoriju Portorož. S prof. Tadejem Kenigom so igrali na Festivalu Ribnica, kjer so ob Dvořákovem Ameriškem kvartetu izvedli še Kvintet za klarinet in godala Carla Marie von Webra ter skladbo za Godalni kvartet in klarinet Nine Šenk. V sklopu Glasbene mladine ljubljanske so bili izbrani za koncertni cikel Ob klavirju, ki so ga izvedli v Slovenski filharmoniji, kjer so igrali Schumannov Klavirski kvintet v Es-duru. Marca 2023 so na slovenskem državnem tekmovanju TEMSIG osvojili prvo nagrado in posebno priznanje za interpretacijo skladbe Krzysztofa Pendereckega Godalni kvartet št. 3. Prvi violinist Nikola Pajanović je v Ljubljani magistriral junija 2023, trenutno pa se dodatno izobražuje na Kraljevi akademiji za glasbo v Londonu. Sara Čano je iz violončela diplomirala na Visoki šoli za glasbo in gledališče v Münchnu, svoj študij pa nadaljuje na Akademiji za glasbo v Ljubljani, kjer študirata tudi Rebeka Skok in Laura de Wolff. Program:
Tip: Glasbene prireditve

","https://www.google.com/maps/dir/Current+Location/46.0464,14.5032
https://ljubljanafestival.si/event/ana-mir-rog-godalni-kvartet-opifex/
https://www.visitljubljana.com/sl/obiskovalci/nacrtujte-svoj-obisk/prireditve/ana-mir-rog-in-godalni-kvartet-opifex/","Thursday, 04. April 2024",,,"Ljubljana, Križanke"
Luka Koper 10. Istrski maraton,"
Istrski maraton povezuje ​štiri istrska mesta​ – Koper, Izolo, Piran​ in Ankaran​. Je predvsem športni dogodek, a organizatorji si prizadevamo, da bi bil obarvan tudi turistično in trajnostno, saj promovira zdrav način življenja in preživljanja prostega časa v čistem in zdravem okolju, kar Istra nedvomno je.
 Istrski maraton povezuje ​štiri istrska mesta​ – Koper, Izolo, Piran​ in Ankaran​. Je predvsem športni dogodek, a organizatorji si prizadevamo, da bi bil obarvan tudi turistično in trajnostno, saj promovira zdrav način življenja in preživljanja prostega časa v čistem in zdravem okolju, kar Istra nedvomno je. ​Tekači se lahko udeležijo maratona (42 km), polmaratona (21 km) ali rekreativnega teka (10 km).​ Istrski maraton je postal ena najbolj znanih tekaških prireditev v Sloveniji, z drugo najbolj množično udeležbo tekačev in z eno najbolj slikovitih prog daleč naokoli. Elitna tekaška prireditev z omejenim številom udeležencev vsako leto tekačem in navijačem ponudi nekaj več, nekaj boljšega in drugačnega.
Tip: Športne prireditve
Kontakt: Društvo Istrski maraton                                070720940 info@istrski-maraton.si
","https://www.google.com/maps/dir/Current+Location/45.579,13.7365
https://istrski-maraton.si/","Saturday, 13. April 2024 - Sunday, 14. April 2024",,,Portorož
Otvoritev 38. Slovenskih glasbenih dnevov,"
Lalita Svete, violina Lovorka Nemeš Dular, klavir Nina Prešiček Laznik, klavir Tomaž Sevšek, orgle Dirigent: Davorin Mori Orkester Slovenske filharmonije
 Lalita Svete, violina Lovorka Nemeš Dular, klavir Nina Prešiček Laznik, klavir Tomaž Sevšek, orgle Dirigent: Davorin Mori Orkester Slovenske filharmonije Otvoritveni koncert prihajajočega praznika glasbe osvetljuje slovensko glasbeno ustvarjalnost 21. stoletja, v soj žarometov pa postavi tri velika imena povojne generacije skladateljev; Alda Kumarja, Tomaža Sveteta in Uroša Rojka. Tokrat jih bomo slišali v interpretaciji enega najvidnejših slovenskih organistov Tomaža Sevška, violinistke Lalite Svete ter pianistk Lovorke Nemeš Dular in Nine Prešiček Laznik.
Tip: Festivali, Glasbene prireditve, Kulturne prireditve
Kontakt: Festival Ljubljana                                +386 (0)1/241 60 00 info@ljubljanafestival.si
","https://www.google.com/maps/dir/Current+Location/46.0495,14.5049
https://ljubljanafestival.si/event/lalita-svete-violina-lovorka-nemes-dular-klavir-nina-presicek-laznik-klavir-tomaz-sevsek-orgle-dirigent-davorin-mori-orkester-slovenske-filharmomnije/","Wednesday, 17. April 2024",,,"Ljubljana, Slovenska filharmonija"
Noč slovenskih skladateljev,"
Marta Sesar, flavta Gea Pantner Volfland, viola Maja Rome, viola Igor Mitrović, violončelo Miha Hass, klavir Izidor Erazem Grafenauer, kitara Tim Jurkovič, kitara Urška Križnik Zupan, harfa Tajda Krajnc, citre
 Marta Sesar, flavta Gea Pantner Volfland, viola Maja Rome, viola Igor Mitrović, violončelo Miha Hass, klavir Izidor Erazem Grafenauer, kitara Tim Jurkovič, kitara Urška Križnik Zupan, harfa Tajda Krajnc, citre Eden vodilnih ambasadorjev slovenske glasbe je Društvo slovenskih skladateljev, ki svoje poslanstvo uresničuje tudi s koncertno dejavnostjo. V to med drugim sodi tradicionalna Noč slovenskih skladateljev. Na koncertu bo tokrat predstavljenih kar štirinajst novitet.
Tip: Festivali, Glasbene prireditve, Kulturne prireditve
Kontakt: Festival Ljubljana                                +386 (0)1/241 60 00 info@ljubljanafestival.si
","https://www.google.com/maps/dir/Current+Location/46.0495,14.5049
https://ljubljanafestival.si/event/marta-sesar-flavta-gea-pantner-volfland-viola-maja-rome-violaigor-mitrovic-violoncelo-miha-hass-klavir-izidor-erazem-grafenauer-kitara-tim-jurkovic-kitara-urska-kriznik-zupan-harfe-tajda-krajn/","Thursday, 18. April 2024",,,"Ljubljana, Slovenska filharmonija"
Mednarodni muzikološki simpozij,"
Mednarodni muzikološki simpozij, ki se je leta 1985 razvil na pobudo slovenskega muzikologa Primoža Kureta, razkriva pereče muzikološke teme in razširja znanja s predavanji uglednih strokovnjakov.
 Mednarodni muzikološki simpozij, ki se je leta 1985 razvil na pobudo slovenskega muzikologa Primoža Kureta, razkriva pereče muzikološke teme in razširja znanja s predavanji uglednih strokovnjakov. Pod vodstvom prof. dr. Jerneja Weissa, ki z referati mednarodno priznanih muzikologov iz najboljših evropskih univerz podrobneje osvetljuje muzikološke teme, bo simpozij z naslovom Glasbena interpretacija: med umetniškim in znanstvenim tokrat pozornost namenjal glasbeni interpretaciji kot sintezi umetniškega in znanstvenega pristopa h glasbeni izvedbi.
Tip: Festivali, Glasbene prireditve, Kulturne prireditve
Kontakt: Festival Ljubljana                                +386 (0)1/241 60 00 info@ljubljanafestival.si
","https://www.google.com/maps/dir/Current+Location/46.0464,14.5032
https://ljubljanafestival.si/event/glasbena-interpretacija-med-umetniskim-in-znanstvenim-2/","Thursday, 18. April 2024",,,"Ljubljana, Viteška dvorana Križank"
Koncertni atelje Društva slovenskih skladateljev,"
Nepogrešljivo središče sodobne glasbene ustvarjalnosti je komorni cikel Koncertni atelje, najstarejši koncertni dogodek Društva slovenskih skladateljev, ki je vstopil v svojo 58. sezono delovanja.
 Nepogrešljivo središče sodobne glasbene ustvarjalnosti je komorni cikel Koncertni atelje, najstarejši koncertni dogodek Društva slovenskih skladateljev, ki je vstopil v svojo 58. sezono delovanja. Poustvarjalni izziv, ki ga Koncertni atelje iz sezone v sezono ponuja izvajalcem, bosta tokrat sprejela Dušan Sodja in Tatjana Kaučič – Duo Claripiano. V svoji 30-letni karieri sta glasbenika stkala dragocene vezi z mnogimi slovenskimi glasbeniki.
Tip: Festivali, Glasbene prireditve, Kulturne prireditve
Kontakt: Festival Ljubljana                                +386 (0)1/241 60 00 info@ljubljanafestival.si
","https://www.google.com/maps/dir/Current+Location/46.0495,14.5049
https://ljubljanafestival.si/event/duo-claripiano-2/","Friday, 19. April 2024",,,"Ljubljana, Slovenska filharmonija"
Mednarodni študentski simpozij,"
Letos bo prvič na sporedu Slovenskih glasbenih dnevov tudi Mednarodni študentski simpozij, ki bo gostil številne slovenske in tuje študente.
 Letos bo prvič na sporedu Slovenskih glasbenih dnevov tudi Mednarodni študentski simpozij, ki bo gostil številne slovenske in tuje študente. Namen študentskega simpozija je mlajši generaciji glasbenih ustvarjalcev, poustvarjalcev, glasbenih pedagogov in muzikologov omogočiti izmenjavo praktičnih izkušenj s področja glasbene interpretacije. Tudi študentje bodo s svojimi referati kritično obravnavali glasbeno interpretacijo med umetniškim in znanstvenim, simpozij pa jim bo ponudil možnost, da svoje razmisleke in dognanja delijo ne le s kolegi, temveč tudi s širšo javnostjo.
Tip: Festivali, Glasbene prireditve, Kulturne prireditve
Kontakt: Festival Ljubljana                                +386 (0)1/241 60 00 info@ljubljanafestival.si
","https://www.google.com/maps/dir/Current+Location/46.0508,14.5032
https://ljubljanafestival.si/event/glasbena-interpretacija-med-umetniskim-in-znanstvenim/","Friday, 19. April 2024",,,"Ljubljana, Akademija za glasbo"
BMX Race Ljubljana,"
Največja BMX Race dirka v Sloveniji se vrača v Ljubljano.
 Največja BMX Race dirka v Sloveniji se vrača v Ljubljano. Ljubljana bo znova gostila mednarodno BMX dirko BMX Race Ljubljana - le-ta šteje za regijski pokal Alpe Adria BMX, nedeljska dirka pa ima tudi kategorijo UCI Class I. BMX Park Ljubljana na križišču Linhartove in Stolpniške ulice je legendarna BMX lokacija, ki ima že tri desetletja dolgo zgodovino, zdaj pa se na njej kali nova generacija kolesark in kolesarjev, ki se spogledujejo z olimpijskimi igrami v Parizu in Los Angelesu. BMX je tudi atraktivna olimpijska disciplina, hkrati pa je odlična odskočna deska za mlade kolesarje, ki se bodo morda kasneje usmerili v katero izmed drugih disciplin kolesarstva.
Tip: Športne prireditve
Kontakt: Tina Vaukner                                041 604 517 tina.vaukner@rajdsports.com
","https://www.google.com/maps/dir/Current+Location/46.0659,14.5205
https://bmxraceljubljana.si/si/
","Saturday, 20. April 2024 - Sunday, 21. April 2024",,,Ljubljana
Godalni kvartet kolektiva Carpe Artem,"
Veronika Vilar Brecelj, violina Miladin Batalović, violina Nejc Mikolič, viola Nikolaj Sajko, violončelo
 Veronika Vilar Brecelj, violina Miladin Batalović, violina Nejc Mikolič, viola Nikolaj Sajko, violončelo Komorni cikel butičnih koncertov Carpe artem Društva za komorno glasbo Amadeus je bil osnovan leta 2012, da bi povečal dostopnost komorne glasbe strokovni in širši javnosti, širil občinstvo komorne glasbe in krepil njeno zanimanje tudi za sodobne stvaritve. Ciklu se vsako leto pridruži Godalni kvartet Carpe artem, katerega člani so v mednarodnem okolju uveljavljeni instrumentalisti.
Tip: Festivali, Glasbene prireditve, Kulturne prireditve
Kontakt: Festival Ljubljana                                +386 (0)1/241 60 00 info@ljubljanafestival.si
","https://www.google.com/maps/dir/Current+Location/46.4183,15.8721
https://ljubljanafestival.si/event/godalni-kvartet-kolektiva-carpe-artem/","Saturday, 20. April 2024",,,"Ljubljana, Minoritska cerkev"
Festival čokolade Radovljica,"
Največji čokoladni dogodek in najbolj atraktivna kulinarična prireditev v Sloveniji.
 Največji čokoladni dogodek in najbolj atraktivna kulinarična prireditev v Sloveniji. Festival čokolade bo v letu 2024 potekal 20. in 21. aprila. Radovljica v času Festivala čokolade postane pravo čokoladno mesto, kjer lahko na različnih lokacijah okušate čokoladne izdelke slovenskih in tujih čokoladnic. Festival vsako leto pospremi bogat in zabaven spremljevalni program namenjen vsem generacijam. Več informacij o festivalu lahko poiščete na spletni strani: https://www.radolca.si/sl/festival-cokolade
Tip: Festivali, Glasbene prireditve, Zabavne prireditve, Gastronomske prireditve, Otroške prireditve
Kontakt: Turizem Radovljica                                (04) 531 51 12 info@radolca.si
","https://www.google.com/maps/dir/Current+Location/46.3435,14.172
https://www.radolca.si/sl/festival-cokolade","Saturday, 20. April 2024 - Sunday, 21. April 2024",,,Radovljica
Brda in vino 2024,"
Predstavitev domačih in gostujočih restavracij s pripravo jedi v živo, druženje z briškimi vinarji, poulična glasba ter tržnica z domačimi proizvodi.
 Predstavitev domačih in gostujočih restavracij s pripravo jedi v živo, druženje z briškimi vinarji, poulična glasba ter tržnica z domačimi proizvodi.    
Tip: Gastronomske prireditve

","https://www.google.com/maps/dir/Current+Location/46.0058,13.5557
https://www.brda.si/dogodki/1708957897/2024020609530574/Brda%20in%20vino%202024/","Saturday, 20. April 2024",,,Šmartno
Ciklus samospevov,"
Aleksandra Radovanović, sopran Gregor Ravnik, tenor Igor Vićentić, klavir
 Aleksandra Radovanović, sopran Gregor Ravnik, tenor Igor Vićentić, klavir Ciklus samospevov, tradicionalni koncertni dogodek, ki ga od leta 2002 prireja Glasbena matica, s premišljeno oblikovanimi programi razkriva ne le neskončno bogastvo iz svetovne zakladnice, ampak ozavešča pomen, ki ga je imela oblika samospeva na razvoj slovenske glasbene umetnosti. Program, ki bo v celoti posvečen Mirku Poliču, odkriva tančice pozabljenega skladatelja, čigar dediščino bodo v intimnem preletu vokala in klavirja obudili solisti.
Tip: Festivali, Glasbene prireditve, Kulturne prireditve
Kontakt: Festival Ljubljana                                +386 (0)1/241 60 00 info@ljubljanafestival.si
","https://www.google.com/maps/dir/Current+Location/46.0464,14.5032
https://ljubljanafestival.si/event/aleksandra-radovanovic-sopran-gregor-ravnik-tenor-igor-vicentic-klavir/","Monday, 22. April 2024",,,"Ljubljana, Viteška dvorana Križank"
Zaključek 37. Slovenskih glasbenih dnevov,"
Lana Trotovšek, violina Dirigent: Steven Loy Simfonični orkester RTV Slovenija
 Lana Trotovšek, violina Dirigent: Steven Loy Simfonični orkester RTV Slovenija Sklepni koncert 38. Slovenskih glasbenih dnevov bo v znamenju sodobne ustvarjalnosti. Ob spremljavi Simfoničnega orkestra RTV Slovenija in pod taktirko Stevena Loya ga bomo slišali bomo v interpretaciji violinistke Lane Trotovšek, ki je v zadnjem desetletju zgradila zavidljivo mednarodno solistično kariero.
Tip: Festivali, Glasbene prireditve, Kulturne prireditve
Kontakt: Festival Ljubljana                                +386 (0)1/241 60 00 info@ljubljanafestival.si
","https://www.google.com/maps/dir/Current+Location/46.0495,14.5049
https://ljubljanafestival.si/event/lana-trotovsek-violina-dirigent-steven-loy-simfonicni-orkester-rtv-slovenija/","Tuesday, 23. April 2024",,,"Ljubljana, Slovenska filharmonija"
TADEJ TOŠ FREESTYLE," V sredo 24. aprila 2024, ob 19.30, mestno gledališče Ptuj. Ker smo vedno vsi željni kulture in smeha, smo za vas pripravili predstavo enega in edinega, »našega« Tadeja Toša. Upamo, da ste pripravljeni na najhitreje govorečega in gostobesednega Ptujčana, ki vas bo nasmejal do solz.
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.42,15.8705
https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/tadej-tos-freestyle-2/","Wednesday, 24. April 2024",,,"Ptuj, Mestno gledališče Ptuj"
UTVV – Ultra Trail Vipavska dolina,"
Prelevite se v legendarne bojevnike iz rimske dobe in se spopadite z razgibanimi kilometri po slikoviti Vipavski dolini.
 Prelevite se v legendarne bojevnike iz rimske dobe in se spopadite z razgibanimi kilometri po slikoviti Vipavski dolini. Razdalje: 10, 15, 30, 59, 107, 160km, pohod Kraljeva izvedba s štartom v Ajdovščini je 160-kilometrski tek Emperor s 6.300m vzpona in spusta, za kar imajo najpogumnejši 46 ur časa. Najboljši časi najdaljše trase, ki obkroži čudovito Vipavsko dolino, se gibljejo okoli 20 ur! Če niste med tistimi, ki bi sprejeli najtežji izziv, lahko izbirate tudi med krajšimi trasami ali se podate na pohod ter preprosto uživate v naravi.  
Tip: Športne prireditve

","https://www.google.com/maps/dir/Current+Location/45.8874,13.9045
https://ultratrail.si/sl/","Friday, 26. April 2024 - Sunday, 28. April 2024",,,"Ajdovščina, Vipavska dolina"
12. Praznik olja in bledeža,"
Tradicionalni praznik na piranskem podeželju

Tip: Gastronomske prireditve

","https://www.google.com/maps/dir/Current+Location/45.4915,13.6832
https://www.portoroz.si/si/dozivi/dogodki/4419-12-praznik-olja-in-bledeza","Saturday, 27. April 2024 - Sunday, 28. April 2024",,,Padna
KRESOVANJE NA PTUJU 2024," V torek 30. aprila, ob 19.00. Vabljeni na tradicionalno kresovanje na Ptuju, v torek 30.4.2024 ob 19.00 na Panorami pod ptujskim gradom.
Nastopali bodo Ljubavnici, Nina Donelli, Dejan Dogaja Band in Skupina Smile. V primeru slabega vrema, prireditev odpade.
Vstopnine ni.
Tip: Kulturne prireditve

","https://www.google.com/maps/dir/Current+Location/46.4282,15.859
https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/kresovanje-na-ptuju/","Tuesday, 30. April 2024",,,"Ptuj, Panorama pod ptujskim gradom"
