Title,Details,Maplink,Description,Link
Masterclass “Vse o rebuli”,"  Datum: 29. 01. 2024
  Kraj: Dobrovo, Klet Brda, Zadružna cesta 9, 5212 Dobrovo v Brdih 
  Tip: Gastronomske prireditve
  Kontakt: Društvo za razvoj pivske kulture Sommelier Slovenije 041443116 dogodki@sommelier-assoc.si 
","https://www.google.com/maps/dir/Current+Location/45.9985,13.5221","
Društvo Sommelier Slovenije in Klet Brda vas v ponedeljek, 29. januarja 2024 ob 17. uri vabita na masterclass “Vse o rebuli”. Spoznavali bomo prekrasno sorto rebulo, in sicer z vseh vidikov, načinov pridelave in predelav v različne stile vin, okusili bomo pa tudi zavidljivo arhivo. Rebula velja za eno najperspektivnejših belih sort pri nas, saj jo lahko uporabimo vse od penečih vin, do mirnih svežih in kompleksnih zorjenih vin do predikatov. Ne verjamete? Bodite z nami in okusili boste! V svet rebul nas bosta popeljala glavni enolog kleti Darinko Ribolica in aktualni slovenski najboljši sommelier in predsednik Društva Sommelier Slovenije Valentin Bufolin. Ta večer bomo skupaj z domačimi dobrotami okušali žlahtno rebulo v vseh njenih razsežnostih – poskusili bomo 7 vin in morda še kakšno presenečenje: Peneča rebula, Rebula Quercus, Rebula Krasno, Rebula Bagueri, Motnik, Arhivska rebula letnik 1991 in Markiz. Cena: za člane z veljavno člansko izkaznico 28 EUR oziroma za nečlane 35 EUR (z DDV).
 Društvo Sommelier Slovenije in Klet Brda vas v ponedeljek, 29. januarja 2024 ob 17. uri vabita na masterclass “Vse o rebuli”. Spoznavali bomo prekrasno sorto rebulo, in sicer z vseh vidikov, načinov pridelave in predelav v različne stile vin, okusili bomo pa tudi zavidljivo arhivo. Rebula velja za eno najperspektivnejših belih sort pri nas, saj jo lahko uporabimo vse od penečih vin, do mirnih svežih in kompleksnih zorjenih vin do predikatov. Ne verjamete? Bodite z nami in okusili boste! V svet rebul nas bosta popeljala glavni enolog kleti Darinko Ribolica in aktualni slovenski najboljši sommelier in predsednik Društva Sommelier Slovenije Valentin Bufolin. Ta večer bomo skupaj z domačimi dobrotami okušali žlahtno rebulo v vseh njenih razsežnostih – poskusili bomo 7 vin in morda še kakšno presenečenje: Peneča rebula, Rebula Quercus, Rebula Krasno, Rebula Bagueri, Motnik, Arhivska rebula letnik 1991 in Markiz. Cena: za člane z veljavno člansko izkaznico 28 EUR oziroma za nečlane 35 EUR (z DDV). The Sommelier Association of Slovenia and Klet Brda invite you to the masterclass ""All about Rebula"" on Monday, January 29, 2024, at 5 p.m. Rebula is considered one of our country's most promising white varieties, as it can be used in everything from sparkling wines to still and complex matured wines to predicates. Don't believe it? Be with us, and you will taste! Price: EUR 28 for members with a valid membership card, EUR 35 for non-members (including VAT).",https://www.sommelier-assoc.si/masterclass-vse-o-rebuli/
Neža Perovšek: Gesture of moral support,"  Datum: 30. 01. 2024 - 29. 02. 2024 
  Kraj: Ljubljana, Galerija Equrna 
  Tip: Kulturne prireditve
","https://www.google.com/maps/dir/Current+Location/46.0478,14.5025","
Slikarska razstava mlade umetnice, ki se v galeriji Equrna predstavlja prvič.
 Slikarska razstava mlade umetnice, ki se v galeriji Equrna predstavlja prvič. Neža Perovšek (rojena 1996) se s slikarstvom ukvarja z miselnostjo arhivistke in na ta način raziskuje človeško naravo kopičenja stvari, katerega vodilo – kompulzija – je celoten proces grajenja podob. Pri tem jo primarno zanima motnja kompulzivnega kopičenja – compulsive hoarding – njeni vzroki ter vsebina zbrane gmote materiala. Referenčno arhivsko gradivo se staplja v neprepoznavne oblike, podobe se razgradijo na deformirane detajle, izgublja se reprezentacija snovnega sveta. Premik iz digitalne skice na fizični nosilec še dodatno preobrazi osnovne vizualije, pri čemer končna slika lebdi nekje med reprezentativnim in abstraktnim.",https://www.equrna.si
Kvalifikacije za Svetovno prvenstvo v floorballu 2024,"  Datum: 31. 01. 2024 - 04. 02. 2024 
  Kraj: Škofja Loka, Dvorana Poden, Škofja Loka 
  Tip: Športne prireditve
  Kontakt: Floorball zveza Slovenije +38631789760 sekretarfzs@gmail.com 
","https://www.google.com/maps/dir/Current+Location/45.8012,14.3019","
V Škofji Loki bo med 31.1. in 4.2.2024 potekal eden izmed treh kvalifikacijski turnir za SP za moške v mladem in dinamičnem moštvenem športu - floorballu.
 V Škofji Loki bo med 31.1. in 4.2.2024 potekal eden izmed treh kvalifikacijski turnir za SP za moške v mladem in dinamičnem moštvenem športu - floorballu. Na tekmovanju bo sodelovalo 5 reprezentanc - Belgija, Danska, Italija, Švica in domača izbrana vrsta. Slovenski fantje bodo v razgreti dvorani Poden lovili prvo uvrstitev med elito svetovnega floorballa. Z nadarjeno generacijo igralcev in bučno podporo s tribun je želja zasesti eno izmed prvih treh mest povsem uresničljiva. Navijače poleg športnih tekem čaka tudi bogat spremljevalni program.",https://app.floorball.sport/leagueorganizer/Magazine/154#/leagueorganizersite/154/start
Jožef Muhovič: O minevanju in trajanju – dela na papirju,"  Datum: 31. 01. 2024 - 25. 02. 2024 
  Kraj: Ljubljana 
  Tip: Kulturne prireditve
  Opomba: Za več informacij obiščite spletno stran organizatorja. 
","https://www.google.com/maps/dir/Current+Location/46.046,14.505","
Jožef Muhovič se bo predstavil s serijo originalnih del na papirju, ki so nastala po prebiranju pesniške zbirke Milana Dekleve. Tematika Muhovičevih umetniških del je vedno bogata z ikonografsko imažerijo.
 Jožef Muhovič se bo predstavil s serijo originalnih del na papirju, ki so nastala po prebiranju pesniške zbirke Milana Dekleve. Tematika Muhovičevih umetniških del je vedno bogata z ikonografsko imažerijo. V delih izpostavlja zapleten svet človekovih notranjih stanj, povezan z vprašanji minljivosti, spomina, iskanja identitete ter z vprašanjem odnosa med materijo in nematerijo, duhom in umom. Dela tematizirajo »minevanje in trajanje« v naših življenjih in tudi v življenju na razstavi predstavljenih del. Jožef Muhovič se je rodil 22. decembra 1954 v kraju Sv. Lenart pri Gornjem Gradu. Po maturi je študiral slikarstvo na Akademiji za likovno umetnost Univerze v Ljubljani (1973–1977). Na isti ustanovi je opravil tudi postdiplomski študij slikarstva (1977–1980) in umetniške grafike (1979–1981). Paralelno je vpisal študij filozofije na Filozofski fakulteti Univerze v Ljubljani. Magistriral je leta 1981, doktoriral pa leta 1986 s tezo s področja estetike.",https://www.dlul-drustvo.si/2023/10/28/jozef-muhovic-o-minevanju-in-trajanju-dela-na-papirju/
Alpe-Adria,"  Datum: 31. 01. 2024 ob 10:00 - 02. 02. 2024 ob 19:00
  Kraj: Ljubljana, Gospodarsko razstavišče 
  Tip: Sejmi, gospodarske in promocijske razstave
",,"
Na sejemski prireditvi Alpe-Adria se predstavljata turistična ponudba Slovenije in drugih destinacij regije Alpe Jadran.
 Na sejemski prireditvi Alpe-Adria se predstavljata turistična ponudba Slovenije in drugih destinacij regije Alpe Jadran. Destinacije se predstavljajo predvsem skozi konkretne možnosti za preživljanje prostega časa. Na ogled je ponudba, namenjena različnim tipom turistov, od klasičnih počitniških gostov do tistih z avanturistično žilico. Namenjen je vsem športnikom, popotnikom, planincem, pohodnikom, aktivnim rekreativcem, tekačem, kolesarjem, ljubiteljem adrenalinskih športov v naravi in vsem tistim, ki iščejo ideje kako preživeti prosti čas. Dogajanje na sejmu bo popestril bogat spremljevalni program z izobraževalno in zabavno vsebino. ",http://www.alpeadria.si/
Sejmi okusov GASTexpo,"  Datum: 31. 01. 2024 ob 10:00 - 03. 02. 2024 ob 19:00
  Kraj: Ljubljana 
  Tip: Gastronomske prireditve
","https://www.google.com/maps/dir/Current+Location/46.061,14.5085","
Na Gospodarskem razstavišču bodo od 31. januarja do 3. februarja na svoj račun prišli sladokusci. Prestolnica bo namreč v teh dneh gostila že 17. klasični sejem gastronomije in hotelirstva, medtem ko bo digitalni potekal že od 17. januarja pa vse do 11. februarja.
 Na Gospodarskem razstavišču bodo od 31. januarja do 3. februarja na svoj račun prišli sladokusci. Prestolnica bo namreč v teh dneh gostila že 17. klasični sejem gastronomije in hotelirstva, medtem ko bo digitalni potekal že od 17. januarja pa vse do 11. februarja. Številni razstavljalci, tako domači kot tudi tuji, se bodo združili s strokovno zainteresirano javnostjo, v želji po pridobivanju in izmenjavi znanj, širjenju poslovnih kontaktov in mrež, promociji lastnih blagovnih znamk, predstavitvi ter postavitvi na zemljevid gastronomije oziroma hotelirstva in iskanju novih poslovnih priložnostih.  Obisk sejma tako v živo kot tudi digitalno bo omogočal vzpostavitev stika z razstavljavci pred, v času in po zaključku klasičnega sejma. Tako imenovani showroomi oz. digitalni razstavni prostori bodo letos dostopni direktno preko spletne strani Sejmov okusov, kar bo tako obiskovalcu kot razstavljavcu omogočilo boljši pregled nad sejemskim dogajanjem ter lažje povezovanje. Hibridni sejmi okusov GASTexpo bodo v svojem razstavnem in strokovnem programu sledili trendom, dobrim praksam in tehnološkim inovacijam, ki jim bomo priča v letu 2024. Tako boste spoznali najnovejše inovacije v svetu gastronomije, pijače, kave, slaščičarstva, pekarstva in gostinsko-hotelske opreme, lahko pa boste poskusili tudi okusno hrano, sodelovali na tekmovanjih in širili svoje znanje na praktičnih delavnicah z domačimi in tujimi kulinaričnimi mojstri.  ",https://www.gast.si/
Vsak dan prešernovo,"  Datum: 01. 02. 2024 - 08. 02. 2024 
  Kraj: Kranj, Mestno jedro Kranja 
  Tip: Festivali
  Kontakt: Zavod za turizem in kulturo Kranj +386 (0)4 238 04 50 info@visitkranj.si 
","https://www.google.com/maps/dir/Current+Location/46.2433,14.3549","
Vsak dan prešernovo je 8-dnevno praznovanje kulture in doživetij, vrhunec dogajanja pa Prešernov smenj, ki velja za eno najprepoznajvenših prireditev ob kulturnem prazniku.
 Vsak dan prešernovo je 8-dnevno praznovanje kulture in doživetij, vrhunec dogajanja pa Prešernov smenj, ki velja za eno najprepoznajvenših prireditev ob kulturnem prazniku. Prešerni februar v Kranju na stežaj odpira vrata hiš kulture in jih skupaj z najbolj prešernim dogodkom, Prešernovim smenjem povezuje v 8-dnevno praznovanje kulture in doživetij. Zavod za turizem in kulturo Kranj pripravlja zanimiva vodenja in oglede kranjskih znamenitosti z ugodnostmi. S svojimi zakladi, vsebinami in zanimivostmi sodelujejo tudi kranjske hiše kulture - Gorenjski muzej, Mestna knjižnica, Prešernovo gledališče, Layerjeva hiša.",https://www.visitkranj.com/izbrani-dogodki/presernov-smenj-kranj/vsak-dan-presernovo/
KURENTOVANJE IN DRUGI KRATKI DOKUMENTARNI FILMI,"  Datum: 01. 02. 2024
  Kraj: Ptuj, Mestni kino Ptuj 
  Tip: Kulturne prireditve
","https://www.google.com/maps/dir/Current+Location/46.5091,15.0791"," Pogovor ob filmu Četrtek, 1. 2. 2024 ob 19.00, Mestni kino Ptuj
Vstopnine ni. Kratki filmi fotografa Viljema Klemenčiča iz let 1979 – 1981: Pogovor o(b) filmu
Sodelujejo: avtor filmov Viljem Klemenčič, upokojena novinarka Nevenka Dobljekar in moderator pogovora Rok Kajzer iz Večera.
Mestni kino Ptuj v sodelovanju z Društvom Trafika in Zavodom za turizem Ptuj.  ",https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/kurentovanje-in-drugi-kratki-dokumentarni-filmi/
"Anton Sotošek, pozavna & Kiara Janko, harmonika (9. koncert Mednarodnega glasbenega cikla Mladi virtuozi)","  Datum: 01. 02. 2024 ob 19:00
  Kraj: Ljubljana, Viteška dvorana Križank 
  Tip: Festivali, Glasbene prireditve, Kulturne prireditve
  Kontakt: Festival Ljubljana +386 (0)1/241 60 00 info@ljubljanafestival.si 
","https://www.google.com/maps/dir/Current+Location/46.0464,14.5032","
Kiara Janko je do zdaj osvojila več kot 30 prvih nagrad na mednarodnih in državnih tekmovanjih; leta 2023 je na tekmovanju TEMSIG osvojila 1. nagrado, zlato plaketo in dve posebni nagradi. Kot finalistka tekmovanja Virtuosos V4+ je leta 2022 nastopila na Akademiji za glasbo Franza Liszta v Budimpešti ob spremljavi Madžarskega radijskega simfoničnega orkestra. Trenutno se izobražuje na Akademiji za glasbo v razredu prof. Boruta Zagoranskega.
 Kiara Janko je do zdaj osvojila več kot 30 prvih nagrad na mednarodnih in državnih tekmovanjih; leta 2023 je na tekmovanju TEMSIG osvojila 1. nagrado, zlato plaketo in dve posebni nagradi. Kot finalistka tekmovanja Virtuosos V4+ je leta 2022 nastopila na Akademiji za glasbo Franza Liszta v Budimpešti ob spremljavi Madžarskega radijskega simfoničnega orkestra. Trenutno se izobražuje na Akademiji za glasbo v razredu prof. Boruta Zagoranskega. Anton Sotošek je za pozavno poprijel pri dvanajstih letih. Je redni član Simfoničnega orkestra Glasbene šole Krško in Pihalnega orkestra Krško, kjer je večkrat prav tako gostoval v vlogi solista. Leta 2020 je uspešno opravil avdicijo za Mediteranski mladinski orkester (MYO). Trenutno obiskuje 2. letnik podiplomskega študija Akademije za glasbo v Ljubljani, v razredu prof. Dušana Kranjca, od leta 2023 pa se šola tudi na Visoki šoli za umetnost in medije, v razredu Jonasa Bylunda v Hannovru.",https://ljubljanafestival.si/event/kiara-janko-harmonika-anton-sotosek-pozavna/
"KURENTOVANJE NA PTUJU, KARNEVALSKA DVORANA","  Datum: 02. 02. 2024 - 12. 02. 2024 
  Kraj: Ptuj 
  Tip: Kulturne prireditve, Etnološke prireditve, Zabavne prireditve, Otroške prireditve
","https://www.google.com/maps/dir/Current+Location/46.0573,15.8717",,https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/kurentovanje-na-ptuju-karnevalska-dvorana-2/
Otvoritvena etno povorka,"  Datum: 03. 02. 2024
  Kraj: Ptuj, Ptujske ulice in trgi 
  Tip: Kulturne prireditve, Etnološke prireditve
","https://www.google.com/maps/dir/Current+Location/46.4198,15.8717"," 3. 2. 2024, od 11.00, Ptujske ulice in trgi Ne zamudite edinstvenega etnografskega doživetja, ki ponuja dragocen vpogled v slikovite pustne navade od blizu in daleč. Na ptujskih ulicah in trgih vam bodo delali družbo številni tradicionalni pustni liki, kot so kurenti, kopjaši, cigani, orači, ruse, piceki, medvedi in še kdo. Med povorko se bo odvila tudi predaja oblasti. Po povorki se nam pridružite na zabavi z glasbeno skupino ter na Pustnem ringarajanju. Potek etno povorke: Vičava – Muzejski trg – Prešernova ulica – Slovenski trg– Slomškova ulica – tržnica– Miklošičeva ulica – Mestni trg – Krempljeva ulica – Minoritski trg – Miheličeva galerija – Karnevalska dvorana Campus Sava Ptuj    Foto: Marko Pigac",https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/otvoritvena-etno-povorka-2/
Tradicionalna dobrodelna Obarjada Lions kluba Ptuj,"  Datum: 03. 02. 2024
  Kraj: Ptuj, Novi trg 
  Tip: Kulturne prireditve
","https://www.google.com/maps/dir/Current+Location/46.0488,15.8731"," Zadišalo bo po obari - in dobrodelnosti. Humanitarno, s pridihom karnevala in trenutki sreče za tiste, ki jih najbolj potrebujejo. 19. Lions Obarjada bo potekala 3. 2. 2024, med 8. in 16. uro na Novem trgu na Ptuju. Tako kot vsa leta do zdaj, bodo tudi letos zbrane prispevke in donacije namenili tistim, ki res potrebujejo pomoč. Organizator: Lions klub Ptuj    ",https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/tradicionalna-dobrodelna-obarjada-lions-kluba-ptuj/
Zgodba princa karnevala Francesca Guffanteja,"  Datum: 04. 02. 2024
  Kraj: Ptuj, Izhodišče: TIC Ptuj, Mestni trg 4 
  Tip: Kulturne prireditve, Etnološke prireditve, Športne prireditve, Zabavne prireditve
","https://www.google.com/maps/dir/Current+Location/46.1538,15.8717","
Vabljeni na karneval.
 Vabljeni na karneval. Predstavitev 19. princa karnevala (brezplačno vodenje) Nedelja, 4. februarja 2024 ob 10.00.
Izhodišče: TIC Ptuj.
Vodenje je brezplačno. Na vodenju bomo predstavili zgodbo resničnega Francesca Guffanteja, ptujskega mestnega sodnika. Na vodenju bomo orisali srednjeveški čas na Ptuju, v katerem je Guffante živel. Predstavili bomo tudi Guffantejevo hišo na Murkovi. Vabljeni na brezplačen sprehod z zgodovinarko Marijo Hernja Masten in 19. Princem karnevala, Markom Šamperlom - Francescom Guffantejem! Več o 19. Princu karnevala  |  Vsi princi karnevala Kliknite tukaj za celoten program 64. Kurentovanja. Foto: Stanko Kozel",https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/zgodba-princa-karnevala-francesca-guffanteja/
SPOZNAJTE AVTOHTONE PUSTNE LIKE IN MASKE,"  Datum: 04. 02. 2024 - 12. 02. 2024 
  Kraj: Ptuj, Mestni trg 
  Tip: Kulturne prireditve, Etnološke prireditve
","https://www.google.com/maps/dir/Current+Location/46.4207,15.8718"," Ptuj je prestolnica etnografije, kjer lahko v intimnem vzdušju spoznate tradicionalne pustne like. Ob večerih jih lahko vidite v osrčju najstarejšega slovenskega mesta. 4. 2. 2024. ob 18.00-POKAČI, RUSA, KURENTI in KORANTI 5. 2. 2024. ob 18.00-ORAČI, BABA DEDA NOSI, KURENTI in KORANTI 6. 2. 2024. ob 18.00-CIGANI, KURENTI in KORANTI 8. 2. 2024. ob 18.00-KOPJAŠI, VILE, PICEKI, TLAČANI, MEDVEDI, KURENTI in KORANTI 9. 2. 2024. ob 18.00-JÜREK IN RABOLJ, PLOHARJI, KURENTI, KORANTI in OSTALI ETNOGRAFSKI LIKI 10. 2. 2024. ob 12.30-KURENTI in KORANTI 12. 2. 2024. ob 18.00-KURENTI in KORANTI  ",https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/spoznajte-avtohtone-pustne-like-in-maske-2/
FIS Mladinsko svetovno prvenstvo v nordijskem smučanju,"  Datum: 05. 02. 2024 - 11. 02. 2024 
  Kraj: Planica, Nordijski center Planica 
  Tip: Športne prireditve
  Kontakt: (01) 513 68 00 planica@sloski.si 
  Organizator: Zavod Sloski 
","https://www.google.com/maps/dir/Current+Location/46.4771,13.7249","
Med 5. in 11. februarjem 2024 bodo v dolini pod Poncami nastopili obetavne tekmovalke in tekmovalci v smučarskih skokih, tekih in nordijski kombinaciji
 Med 5. in 11. februarjem 2024 bodo v dolini pod Poncami nastopili obetavne tekmovalke in tekmovalci v smučarskih skokih, tekih in nordijski kombinaciji Po članskem svetovnem prvenstvu v nordijskem smučanju Planica 2023 bo dolina svetovnih prvakov gostila še FIS mladinsko svetovno prvenstvo v nordijskem smučanju. Skupno bo podeljenih 22 kompletov medalj. Med slovenskimi upi za medalje so mladi skakalci in skakalke, ki so v preteklih letih že osvajali stopničke na mladinskih prvenstvih.",http://www.planica.si/skoki/msp
Dan kurentovih in korantovih skupin,"  Datum: 07. 02. 2024
  Kraj: Ptuj, Ptujske ulice in trgi 
  Tip: Kulturne prireditve, Etnološke prireditve
","https://www.google.com/maps/dir/Current+Location/46.4207,15.8718"," 7. 2. 2024, 19.00, Med Kurentovanjem je sreda vsako leto rezervirana za Dan kurentovih in korantovih skupin, ko mesto preplavi na stotine rogatih in pernatih kurentov/korantov!   ",https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/dan-kurentovih-in-korantovih-skupin/
Prešernov smenj,"  Datum: 08. 02. 2024
  Kraj: Kranj, Mestno jedro Kranja 
  Tip: Kulturne prireditve
  Kontakt: Zavod za turizem in kulturo Kranj +386 (0)4 238 04 50 info@visitkranj.si 
","https://www.google.com/maps/dir/Current+Location/46.2433,14.3549","
Stopi v čas dr. Franceta Prešerna na Prešernovem smenju v Kranju! Pridruži se nam 8. februarja ter obišči hrame kulture, prisluhni recitacijam, nakupuj na sejmu ter okusi dobrote Prešerne kuhne.
 Stopi v čas dr. Franceta Prešerna na Prešernovem smenju v Kranju! Pridruži se nam 8. februarja ter obišči hrame kulture, prisluhni recitacijam, nakupuj na sejmu ter okusi dobrote Prešerne kuhne. Prešernov smenj v Kranju, ki obudi spomin na našega največjega pesnika dr. Franceta Prešerna, je ena najbolj prepoznavnih prireditev ob kulturnem prazniku. Odprti so kulturni hrami, ki na javnih vodenjih postavijo na ogled svoje bogate vsebine. Med sprehodom po mestu se ustavite na sejmu domače in umetnostne obrti. Prešerna kuhna bo poskrbela za dobro jedačo in pijačo. Prešernov smenj vsa leta spremljajo tudi recitacije Prešernovih pesmi, glasbeno kulturni program in program za otroke.",https://www.visitkranj.com/izbrani-dogodki/presernov-smenj-kranj/
PUSTNO TURISTIČNO VODENJE PO PTUJU,"  Datum: 08. 02. 2024
  Kraj: Ptuj, Začetek vodenja: TIC Ptuj (Mestni trg 4) 
  Tip: Kulturne prireditve, Zabavne prireditve
","https://www.google.com/maps/dir/Current+Location/46.4198,15.8717"," Četrtek, 8. februarja 2024 ob 16.30.
Izhodišče: TIC Ptuj (Mestni trg 4)
Cena: 5 € / osebo.
Obvezna prijava: info@visitptuj.eu ali 02/ 779 60 11. Vabljeni na pustno turistično vodenje, na katerem vas bo izkušen turistični vodnik med sprehodom skozi mesto seznanil z glavnimi znamenitostmi ter z vami delil tudi tisto, česar ni mogoče najti v turističnih vodičih. Foto: Stanko Kozel",https://visitptuj.eu/dozivite-ptuj/aktualni-dogodki/pustno-turisticno-vodenje-po-ptuju/
Matej Bizovičar: Brbotanje po skritih kotičkih Ljubljane,"  Datum: 08. 02. 2024 - 12. 03. 2024 
  Kraj: Ljubljana 
  Tip: Kulturne prireditve
","https://www.google.com/maps/dir/Current+Location/46.053,14.4729","
Brbotanje Mateja Bizovičarja je zamišljeno kot skupek posameznih postavitev, ki se razprostirajo po celotni Stari Ljubljani od Trubarjeve ulice do Soteske. 
 Brbotanje Mateja Bizovičarja je zamišljeno kot skupek posameznih postavitev, ki se razprostirajo po celotni Stari Ljubljani od Trubarjeve ulice do Soteske.  Vsaka od izbranih lokacij je nosilec lastne zgodbe, ki se navezuje na različne vidike ljubezni. Obiskovalcu Ljubljane se na svojevrstnem vandranju in načrtnem iskanju različnih lokacij Brbotanja odprejo marsikatere zanimive lokacije in ga zapeljejo, da si vzame čas za izgubljanje med slikovitimi kotički Ljubljane. Izbrane lokacije so namenoma nekoliko umaknjene od glavnega obrečnega vrveža; posamezne postavitve kot v zasedi čakajo mimoidočega izza nekoliko temnejših in zakotnejših vogalov, da ga popeljejo v manjše uličice, prehode ali podhode, ki dajejo očarljivemu staremu mestnemu jedru pridih skrivnostnosti. Mestno jedro se tako še enkrat spreminja v čudovito fantazijsko slikanico, k nas vabi, da jo prelistamo. Niti Ljubljančani ne poznamo vseh kotičkov svojega mesta in dnevno hitimo mimo njih, ne da bi jih morda sploh kdaj opazili ali pa jim naklonili zasluženo pozornost.   JATA na Gornjem trguVčasih se s teboj skrijem v oblak, da pozabim, kako bom nekoč moral pasti na zemljo. LEBDENJE na Obrežni steziSredi hrupa dneva zaprem oči, da se potopim v tišino tvojega oceana. RIBOGUNCI na Malem trguSpet v toku bratje moji, sami skupaj spet na poti. ČUVAJI ČASA na Ribjem trguStraža v trenutku večnosti na prehodu v neznane krajine bdi nad tvojimi sanjami o prostem padu. PREPLET v Kastelčevi uliciIn potem čisto zlezem vate, da ne vem več kje se začnem jaz in kje končaš ti. ŠOLSKA AVTOBUSA v SoteskiKo se dokončno iztroši stari dizel, ga naprej poganjata le še otroški smeh in jok. O avtorju: MATEJ BIZOVIČAR (1969, Ljubljana) je v letih 1991–1995 študiral slikarstvo na ALUO v Ljubljani. Od leta 1993 ustvarja v ateljeju v Metelkova mestu. Sodeloval je pri gledališču, na radiu Študent, že preko 20 let je vpet v projekt Hostla Celica. Izdeluje unikatno pohištvo in je nasploh predan delu z lesom. Na likovnem področju se ob slikarstvu ukvarja tudi s kiparstvom, prostorskimi postavitvami in mozaiki. S svojimi svetlobnimi instalacijami je sodeloval na številnih mednarodnih festivalih: Svetlobna gverila, Ljubljana, Slovenija; Skopje Light Art District, Skopje, Makedonija; Vilnius Light Festival, Vilna, Litva; Boras Light Art SE, Island of Light Se, R. o. R. Nova Gorica itn. V Svetlobnem parku ob Gradaščici v Ljubljani pa od pomladi 2023 vsak večer posveti njegov Žarek.",https://www.visitljubljana.com/sl/obiskovalci/nacrtujte-svoj-obisk/prireditve/matej-bizovicar-brbotanje-po-skritih-kotickih-ljubljane/
Leon Zakrajšek: Ojigi/ Poklon,"  Datum: 08. 02. 2024 - 29. 03. 2024 
  Kraj: Ljubljana, Atelje Galerija 
  Tip: Kulturne prireditve
  Opomba: Za več informacij obiščite spletno stran organizatorja. 
","https://www.google.com/maps/dir/Current+Location/46.047,14.5061","
Ojigi je najnovejša razstava mednarodno priznanega grafika specialista Leona Zakrajška, ki v svojih delih združuje grafične tehnike vzhoda s tehnikami zahodnih tradicij.
 Ojigi je najnovejša razstava mednarodno priznanega grafika specialista Leona Zakrajška, ki v svojih delih združuje grafične tehnike vzhoda s tehnikami zahodnih tradicij. Razstava izraža njegov odnos do velikega japonskega lesorezca in profesorja Yukia Reia (1928–2003), ki mu pripada »ojigi-saikeirei« (najbolj spoštljiva gesta). Gre za zahvalo in poklon človeku, ki mu je odprl vrata v velike skrivnosti japonske umetnosti ter ga sprejel in vodil po poti polne tradicije in veščin, drugače le redkokdaj dosegljive tujcem. Vse te dragocene izkušnje so prispevale k razvoju avtorjevega lastnega likovnega jezika, prek katerega v prikazanih delih gradi mostove med vzhodom in zahodom ter gledalca vabi k razmisleku o mojstrstvu in tradiciji.",https://www.ateljegalerija.si/sl/umetniki/leon-zakrajsek/razstave/87/ojigi-poklon
Jazz Club Ljubljanski grad,"  Datum: 08. 02. 2024 - 12. 03. 2024 
  Kraj: Ljubljana, Ljubljanski grad 
  Tip: Kulturne prireditve
  Opomba: Jazz Club Ljubljanski grad bo odprt od 19.00 do 23.00, glasbeniki bodo nastopili ob 20.00. Vstopnice so že v prodaji; vstopnica za posamezni koncert vključuje tudi povratno vožnjo z vzpenjačo, ki na dan koncerta obratuje do 23.00. Za več 
","https://www.google.com/maps/dir/Current+Location/46.4198,14.5085","
Ob zvokih jazza, soula, funka, rocka, bluesa, swinga, hiphopa … boste lahko uživali v nastopih priznanih slovenskih in tujih glasbenikov.
 Ob zvokih jazza, soula, funka, rocka, bluesa, swinga, hiphopa … boste lahko uživali v nastopih priznanih slovenskih in tujih glasbenikov. Najvišja turistična točka prestolnice ima poleg najlepšega razgleda na mesto tudi edinstven Jazz Club Ljubljanski grad. Koncertni večeri ob izbrani pijači in v sproščenem klubskem vzdušju bodo tudi v sezoni 2023/2024 zagotovo pritegnili številne glasbene sladokusce različnih generacij.",https://www.visitljubljana.com/sl/poi/jazz-club-ljubljanski-grad/
Dan odprtih vrat v SEM,"  Datum: 08. 02. 2024 ob 10:00
  Kraj: Ljubljana, Slovenski etnografski muzej 
  Tip: Kulturne prireditve, Etnološke prireditve
","https://www.google.com/maps/dir/Current+Location/46.055,14.5162","
Prost vstop na odprtje razstave pustnih likov Ponikovske mačkare, ustvarjalno delavnico, vodene oglede in samostojne oglede razstav.
 Prost vstop na odprtje razstave pustnih likov Ponikovske mačkare, ustvarjalno delavnico, vodene oglede in samostojne oglede razstav. Prost vstop na odprtje razstave pustnih likov Ponikovske mačkare, ustvarjalno delavnico, vodene oglede in samostojne oglede razstav.",https://www.etno-muzej.si/sl/dogodki/slovenski-kulturni-praznik-v-sem-dan-odprtih-vrat
